cardName,tagName,pokemonGeneration,cardNumber,setName,setEra,supertype,cardSubType,stage,cardRarity,finishType,patternType,isLegendary,isMythical,isStarter,isEeveelution,isWaifuTrainer,marketPrice,logMarketPrice,isExCard,isParadoxPokemon,isPaldeanStarter,isSVBoxLegendary,isSecretNumber,isTrainerPokemon,isPromo,isMasterBall,isTerastal
Hisuian Arcanine,Hisuian Arcanine,gen1,100/167,Twilight Masquerade,Scarlet & Violet,pokemon,Fighting,Stage 1,Rare,Holofoil,none,False,False,False,False,False,0.15,-1.89712,False,False,False,False,False,False,False,False,False
Hisuian Arcanine,Hisuian Arcanine,gen1,100/167,Twilight Masquerade,Scarlet & Violet,pokemon,Fighting,Stage 1,Rare,Reverse Holofoil,none,False,False,False,False,False,0.23,-1.469676,False,False,False,False,False,False,False,False,False
Nosepass,Nosepass,gen3,101/167,Twilight Masquerade,Scarlet & Violet,pokemon,Fighting,Basic,Common,Normal,none,False,False,False,False,False,0.03,-3.506558,False,False,False,False,False,False,False,False,False
Nosepass,Nosepass,gen3,101/167,Twilight Masquerade,Scarlet & Violet,pokemon,Fighting,Basic,Common,Reverse Holofoil,none,False,False,False,False,False,0.13,-2.040221,False,False,False,False,False,False,False,False,False
Probopass - 102/167,Probopass,gen4,102/167,Twilight Masquerade,Scarlet & Violet,pokemon,Fighting,Stage 1,Uncommon,Normal,none,False,False,False,False,False,0.08,-2.525729,False,False,False,False,False,False,False,False,False
Probopass - 102/167,Probopass,gen4,102/167,Twilight Masquerade,Scarlet & Violet,pokemon,Fighting,Stage 1,Uncommon,Reverse Holofoil,none,False,False,False,False,False,0.19,-1.660731,False,False,False,False,False,False,False,False,False
Timburr - 103/167,Timburr,gen5,103/167,Twilight Masquerade,Scarlet & Violet,pokemon,Fighting,Basic,Common,Normal,none,False,False,False,False,False,0.06,-2.813411,False,False,False,False,False,False,False,False,False
Timburr - 103/167,Timburr,gen5,103/167,Twilight Masquerade,Scarlet & Violet,pokemon,Fighting,Basic,Common,Reverse Holofoil,none,False,False,False,False,False,0.07,-2.65926,False,False,False,False,False,False,False,False,False
Gurdurr,Gurdurr,gen5,104/167,Twilight Masquerade,Scarlet & Violet,pokemon,Fighting,Stage 1,Common,Normal,none,False,False,False,False,False,0.09,-2.407946,False,False,False,False,False,False,False,False,False
Gurdurr,Gurdurr,gen5,104/167,Twilight Masquerade,Scarlet & Violet,pokemon,Fighting,Stage 1,Common,Reverse Holofoil,none,False,False,False,False,False,0.15,-1.89712,False,False,False,False,False,False,False,False,False
Conkeldurr,Conkeldurr,gen5,105/167,Twilight Masquerade,Scarlet & Violet,pokemon,Fighting,Stage 2,Uncommon,Normal,none,False,False,False,False,False,0.08,-2.525729,False,False,False,False,False,False,False,False,False
Conkeldurr,Conkeldurr,gen5,105/167,Twilight Masquerade,Scarlet & Violet,pokemon,Fighting,Stage 2,Uncommon,Reverse Holofoil,none,False,False,False,False,False,0.23,-1.469676,False,False,False,False,False,False,False,False,False
Greninja ex - 106/167,Greninja,gen6,106/167,Twilight Masquerade,Scarlet & Violet,pokemon,Fighting,Stage 2,Double Rare,Holofoil,none,False,False,True,False,False,1.43,0.357674,True,False,False,False,False,False,False,False,True
Hawlucha,Hawlucha,gen6,107/167,Twilight Masquerade,Scarlet & Violet,pokemon,Fighting,Basic,Common,Normal,none,False,False,False,False,False,0.15,-1.89712,False,False,False,False,False,False,False,False,False
Hawlucha,Hawlucha,gen6,107/167,Twilight Masquerade,Scarlet & Violet,pokemon,Fighting,Basic,Common,Reverse Holofoil,none,False,False,False,False,False,0.17,-1.771957,False,False,False,False,False,False,False,False,False
Glimmet,Glimmet,gen9,108/167,Twilight Masquerade,Scarlet & Violet,pokemon,Fighting,Basic,Common,Normal,none,False,False,False,False,False,0.06,-2.813411,False,False,False,False,False,False,False,False,False
Glimmet,Glimmet,gen9,108/167,Twilight Masquerade,Scarlet & Violet,pokemon,Fighting,Basic,Common,Reverse Holofoil,none,False,False,False,False,False,0.09,-2.407946,False,False,False,False,False,False,False,False,False
Glimmora,Glimmora,gen9,109/167,Twilight Masquerade,Scarlet & Violet,pokemon,Fighting,Stage 1,Uncommon,Normal,none,False,False,False,False,False,0.13,-2.040221,False,False,False,False,False,False,False,False,False
Glimmora,Glimmora,gen9,109/167,Twilight Masquerade,Scarlet & Violet,pokemon,Fighting,Stage 1,Uncommon,Reverse Holofoil,none,False,False,False,False,False,0.18,-1.714798,False,False,False,False,False,False,False,False,False
Ting-Lu,Ting-Lu,gen9,110/167,Twilight Masquerade,Scarlet & Violet,pokemon,Fighting,Basic,Rare,Holofoil,none,True,False,False,False,False,0.12,-2.120264,False,False,False,False,False,False,False,False,False
Ting-Lu,Ting-Lu,gen9,110/167,Twilight Masquerade,Scarlet & Violet,pokemon,Fighting,Basic,Rare,Reverse Holofoil,none,True,False,False,False,False,0.2,-1.609438,False,False,False,False,False,False,False,False,False
Okidogi,Okidogi,gen9,111/167,Twilight Masquerade,Scarlet & Violet,pokemon,Fighting,Basic,Rare,Holofoil,none,True,False,False,False,False,0.16,-1.832581,False,False,False,False,False,False,False,False,False
Okidogi,Okidogi,gen9,111/167,Twilight Masquerade,Scarlet & Violet,pokemon,Fighting,Basic,Rare,Reverse Holofoil,none,True,False,False,False,False,0.24,-1.427116,False,False,False,False,False,False,False,False,False
Cornerstone Mask Ogerpon ex - 112/167,Cornerstone Mask Ogerpon,gen9,112/167,Twilight Masquerade,Scarlet & Violet,pokemon,Fighting,Basic,Double Rare,Holofoil,none,True,False,False,False,False,1.02,0.019803,True,False,False,True,False,False,False,False,True
Poochyena,Poochyena,gen3,113/167,Twilight Masquerade,Scarlet & Violet,pokemon,Darkness,Basic,Common,Normal,none,False,False,False,False,False,0.08,-2.525729,False,False,False,False,False,False,False,False,False
Poochyena,Poochyena,gen3,113/167,Twilight Masquerade,Scarlet & Violet,pokemon,Darkness,Basic,Common,Reverse Holofoil,none,False,False,False,False,False,0.14,-1.966113,False,False,False,False,False,False,False,False,False
Mightyena,Mightyena,gen3,114/167,Twilight Masquerade,Scarlet & Violet,pokemon,Darkness,Stage 1,Uncommon,Normal,none,False,False,False,False,False,0.1,-2.302585,False,False,False,False,False,False,False,False,False
Mightyena,Mightyena,gen3,114/167,Twilight Masquerade,Scarlet & Violet,pokemon,Darkness,Stage 1,Uncommon,Reverse Holofoil,none,False,False,False,False,False,0.14,-1.966113,False,False,False,False,False,False,False,False,False
Venipede,Venipede,gen5,115/167,Twilight Masquerade,Scarlet & Violet,pokemon,Darkness,Basic,Common,Normal,none,False,False,False,False,False,0.09,-2.407946,False,False,False,False,False,False,False,False,False
Venipede,Venipede,gen5,115/167,Twilight Masquerade,Scarlet & Violet,pokemon,Darkness,Basic,Common,Reverse Holofoil,none,False,False,False,False,False,0.14,-1.966113,False,False,False,False,False,False,False,False,False
Whirlipede,Whirlipede,gen5,116/167,Twilight Masquerade,Scarlet & Violet,pokemon,Darkness,Stage 1,Common,Normal,none,False,False,False,False,False,0.1,-2.302585,False,False,False,False,False,False,False,False,False
Whirlipede,Whirlipede,gen5,116/167,Twilight Masquerade,Scarlet & Violet,pokemon,Darkness,Stage 1,Common,Reverse Holofoil,none,False,False,False,False,False,0.09,-2.407946,False,False,False,False,False,False,False,False,False
Scolipede,Scolipede,gen5,117/167,Twilight Masquerade,Scarlet & Violet,pokemon,Darkness,Stage 2,Uncommon,Normal,none,False,False,False,False,False,0.07,-2.65926,False,False,False,False,False,False,False,False,False
Scolipede,Scolipede,gen5,117/167,Twilight Masquerade,Scarlet & Violet,pokemon,Darkness,Stage 2,Uncommon,Reverse Holofoil,none,False,False,False,False,False,0.14,-1.966113,False,False,False,False,False,False,False,False,False
Brute Bonnet,Brute Bonnet,gen9,118/167,Twilight Masquerade,Scarlet & Violet,pokemon,Darkness,Basic,Uncommon,Normal,none,False,False,False,False,False,0.06,-2.813411,False,True,False,False,False,False,False,False,False
Brute Bonnet,Brute Bonnet,gen9,118/167,Twilight Masquerade,Scarlet & Violet,pokemon,Darkness,Basic,Uncommon,Reverse Holofoil,none,False,False,False,False,False,0.19,-1.660731,False,True,False,False,False,False,False,False,False
Skarmory,Skarmory,gen2,119/167,Twilight Masquerade,Scarlet & Violet,pokemon,Metal,Basic,Common,Normal,none,False,False,False,False,False,0.08,-2.525729,False,False,False,False,False,False,False,False,False
Skarmory,Skarmory,gen2,119/167,Twilight Masquerade,Scarlet & Violet,pokemon,Metal,Basic,Common,Reverse Holofoil,none,False,False,False,False,False,0.11,-2.207275,False,False,False,False,False,False,False,False,False
Aron,Aron,gen3,120/167,Twilight Masquerade,Scarlet & Violet,pokemon,Metal,Basic,Common,Normal,none,False,False,False,False,False,0.09,-2.407946,False,False,False,False,False,False,False,False,False
Aron,Aron,gen3,120/167,Twilight Masquerade,Scarlet & Violet,pokemon,Metal,Basic,Common,Reverse Holofoil,none,False,False,False,False,False,0.2,-1.609438,False,False,False,False,False,False,False,False,False
Lairon - 121/167,Lairon,gen3,121/167,Twilight Masquerade,Scarlet & Violet,pokemon,Metal,Stage 1,Common,Normal,none,False,False,False,False,False,0.05,-2.995732,False,False,False,False,False,False,False,False,False
Lairon - 121/167,Lairon,gen3,121/167,Twilight Masquerade,Scarlet & Violet,pokemon,Metal,Stage 1,Common,Reverse Holofoil,none,False,False,False,False,False,0.16,-1.832581,False,False,False,False,False,False,False,False,False
Aggron,Aggron,gen3,122/167,Twilight Masquerade,Scarlet & Violet,pokemon,Metal,Stage 2,Uncommon,Normal,none,False,False,False,False,False,0.08,-2.525729,False,False,False,False,False,False,False,False,False
Aggron,Aggron,gen3,122/167,Twilight Masquerade,Scarlet & Violet,pokemon,Metal,Stage 2,Uncommon,Reverse Holofoil,none,False,False,False,False,False,0.22,-1.514128,False,False,False,False,False,False,False,False,False
Heatran,Heatran,gen4,123/167,Twilight Masquerade,Scarlet & Violet,pokemon,Metal,Basic,Rare,Holofoil,none,False,False,False,False,False,0.16,-1.832581,False,False,False,False,False,False,False,False,False
Heatran,Heatran,gen4,123/167,Twilight Masquerade,Scarlet & Violet,pokemon,Metal,Basic,Rare,Reverse Holofoil,none,False,False,False,False,False,0.22,-1.514128,False,False,False,False,False,False,False,False,False
Varoom,Varoom,gen9,124/167,Twilight Masquerade,Scarlet & Violet,pokemon,Metal,Basic,Common,Normal,none,False,False,False,False,False,0.08,-2.525729,False,False,False,False,False,False,False,False,False
Varoom,Varoom,gen9,124/167,Twilight Masquerade,Scarlet & Violet,pokemon,Metal,Basic,Common,Reverse Holofoil,none,False,False,False,False,False,0.1,-2.302585,False,False,False,False,False,False,False,False,False
Revavroom,Revavroom,gen9,125/167,Twilight Masquerade,Scarlet & Violet,pokemon,Metal,Stage 1,Uncommon,Normal,none,False,False,False,False,False,0.06,-2.813411,False,False,False,False,False,False,False,False,False
Revavroom,Revavroom,gen9,125/167,Twilight Masquerade,Scarlet & Violet,pokemon,Metal,Stage 1,Uncommon,Reverse Holofoil,none,False,False,False,False,False,0.18,-1.714798,False,False,False,False,False,False,False,False,False
Applin - 126/167,Applin,gen8,126/167,Twilight Masquerade,Scarlet & Violet,pokemon,Dragon,Basic,Common,Normal,none,False,False,False,False,False,0.15,-1.89712,False,False,False,False,False,False,False,False,False
Applin - 126/167,Applin,gen8,126/167,Twilight Masquerade,Scarlet & Violet,pokemon,Dragon,Basic,Common,Reverse Holofoil,none,False,False,False,False,False,0.23,-1.469676,False,False,False,False,False,False,False,False,False
Dipplin - 127/167,Dipplin,gen9,127/167,Twilight Masquerade,Scarlet & Violet,pokemon,Dragon,Stage 1,Uncommon,Normal,none,False,False,False,False,False,0.06,-2.813411,False,False,False,False,False,False,False,False,False
Dipplin - 127/167,Dipplin,gen9,127/167,Twilight Masquerade,Scarlet & Violet,pokemon,Dragon,Stage 1,Uncommon,Reverse Holofoil,none,False,False,False,False,False,0.16,-1.832581,False,False,False,False,False,False,False,False,False
Dreepy,Dreepy,gen8,128/167,Twilight Masquerade,Scarlet & Violet,pokemon,Dragon,Basic,Common,Normal,none,False,False,False,False,False,0.29,-1.237874,False,False,False,False,False,False,False,False,False
Dreepy,Dreepy,gen8,128/167,Twilight Masquerade,Scarlet & Violet,pokemon,Dragon,Basic,Common,Reverse Holofoil,none,False,False,False,False,False,0.31,-1.171183,False,False,False,False,False,False,False,False,False
Drakloak,Drakloak,gen8,129/167,Twilight Masquerade,Scarlet & Violet,pokemon,Dragon,Stage 1,Common,Normal,none,False,False,False,False,False,0.28,-1.272966,False,False,False,False,False,False,False,False,False
Drakloak,Drakloak,gen8,129/167,Twilight Masquerade,Scarlet & Violet,pokemon,Dragon,Stage 1,Common,Reverse Holofoil,none,False,False,False,False,False,0.34,-1.07881,False,False,False,False,False,False,False,False,False
Dragapult ex - 130/167,Dragapult,gen8,130/167,Twilight Masquerade,Scarlet & Violet,pokemon,Dragon,Stage 2,Double Rare,Holofoil,none,False,False,False,False,False,1.48,0.392042,True,False,False,False,False,False,False,False,True
Tatsugiri - 131/167,Tatsugiri,gen9,131/167,Twilight Masquerade,Scarlet & Violet,pokemon,Dragon,Basic,Uncommon,Normal,none,False,False,False,False,False,0.19,-1.660731,False,False,False,False,False,False,False,False,False
Tatsugiri - 131/167,Tatsugiri,gen9,131/167,Twilight Masquerade,Scarlet & Violet,pokemon,Dragon,Basic,Uncommon,Reverse Holofoil,none,False,False,False,False,False,0.28,-1.272966,False,False,False,False,False,False,False,False,False
Farfetch'd,Farfetch'd,gen1,132/167,Twilight Masquerade,Scarlet & Violet,pokemon,Colorless,Basic,Common,Normal,none,False,False,False,False,False,0.16,-1.832581,False,False,False,False,False,False,False,False,False
Farfetch'd,Farfetch'd,gen1,132/167,Twilight Masquerade,Scarlet & Violet,pokemon,Colorless,Basic,Common,Reverse Holofoil,none,False,False,False,False,False,0.21,-1.560648,False,False,False,False,False,False,False,False,False
Chansey - 133/167,Chansey,gen1,133/167,Twilight Masquerade,Scarlet & Violet,pokemon,Colorless,Basic,Common,Normal,none,False,False,False,False,False,0.15,-1.89712,False,False,False,False,False,False,False,False,False
Chansey - 133/167,Chansey,gen1,133/167,Twilight Masquerade,Scarlet & Violet,pokemon,Colorless,Basic,Common,Reverse Holofoil,none,False,False,False,False,False,0.17,-1.771957,False,False,False,False,False,False,False,False,False
Blissey ex - 134/167,Blissey,gen2,134/167,Twilight Masquerade,Scarlet & Violet,pokemon,Colorless,Stage 1,Double Rare,Holofoil,none,False,False,False,False,False,0.72,-0.328504,True,False,False,False,False,False,False,False,False
Eevee - 135/167,Eevee,gen1,135/167,Twilight Masquerade,Scarlet & Violet,pokemon,Colorless,Basic,Common,Normal,none,False,False,False,True,False,0.23,-1.469676,False,False,False,False,False,False,False,False,False
Eevee - 135/167,Eevee,gen1,135/167,Twilight Masquerade,Scarlet & Violet,pokemon,Colorless,Basic,Common,Reverse Holofoil,none,False,False,False,True,False,0.29,-1.237874,False,False,False,False,False,False,False,False,False
Snorlax,Snorlax,gen1,136/167,Twilight Masquerade,Scarlet & Violet,pokemon,Colorless,Basic,Uncommon,Normal,none,False,False,False,False,False,0.21,-1.560648,False,False,False,False,False,False,False,False,False
Snorlax,Snorlax,gen1,136/167,Twilight Masquerade,Scarlet & Violet,pokemon,Colorless,Basic,Uncommon,Reverse Holofoil,none,False,False,False,False,False,0.35,-1.049822,False,False,False,False,False,False,False,False,False
Aipom,Aipom,gen2,137/167,Twilight Masquerade,Scarlet & Violet,pokemon,Colorless,Basic,Common,Normal,none,False,False,False,False,False,0.08,-2.525729,False,False,False,False,False,False,False,False,False
Aipom,Aipom,gen2,137/167,Twilight Masquerade,Scarlet & Violet,pokemon,Colorless,Basic,Common,Reverse Holofoil,none,False,False,False,False,False,0.11,-2.207275,False,False,False,False,False,False,False,False,False
Ambipom,Ambipom,gen4,138/167,Twilight Masquerade,Scarlet & Violet,pokemon,Colorless,Stage 1,Uncommon,Normal,none,False,False,False,False,False,0.02,-3.912023,False,False,False,False,False,False,False,False,False
Ambipom,Ambipom,gen4,138/167,Twilight Masquerade,Scarlet & Violet,pokemon,Colorless,Stage 1,Uncommon,Reverse Holofoil,none,False,False,False,False,False,0.18,-1.714798,False,False,False,False,False,False,False,False,False
Ducklett,Ducklett,gen5,139/167,Twilight Masquerade,Scarlet & Violet,pokemon,Colorless,Basic,Common,Normal,none,False,False,False,False,False,0.07,-2.65926,False,False,False,False,False,False,False,False,False
Ducklett,Ducklett,gen5,139/167,Twilight Masquerade,Scarlet & Violet,pokemon,Colorless,Basic,Common,Reverse Holofoil,none,False,False,False,False,False,0.16,-1.832581,False,False,False,False,False,False,False,False,False
Swanna,Swanna,gen5,140/167,Twilight Masquerade,Scarlet & Violet,pokemon,Colorless,Stage 1,Uncommon,Normal,none,False,False,False,False,False,0.08,-2.525729,False,False,False,False,False,False,False,False,False
Swanna,Swanna,gen5,140/167,Twilight Masquerade,Scarlet & Violet,pokemon,Colorless,Stage 1,Uncommon,Reverse Holofoil,none,False,False,False,False,False,0.23,-1.469676,False,False,False,False,False,False,False,False,False
Bloodmoon Ursaluna ex - 141/167,Bloodmoon Ursaluna,gen8,141/167,Twilight Masquerade,Scarlet & Violet,pokemon,Colorless,Basic,Double Rare,Holofoil,none,False,False,False,False,False,2.19,0.783902,True,False,False,False,False,False,False,False,False
Accompanying Flute,,,142/167,Twilight Masquerade,Scarlet & Violet,trainer,Item,,Uncommon,Normal,none,False,False,False,False,False,0.07,-2.65926,False,False,False,False,False,False,False,False,False
Accompanying Flute,,,142/167,Twilight Masquerade,Scarlet & Violet,trainer,Item,,Uncommon,Reverse Holofoil,none,False,False,False,False,False,0.15,-1.89712,False,False,False,False,False,False,False,False,False
Bug Catching Set,,,143/167,Twilight Masquerade,Scarlet & Violet,trainer,Item,,Uncommon,Normal,none,False,False,False,False,False,0.21,-1.560648,False,False,False,False,False,False,False,False,False
Bug Catching Set,,,143/167,Twilight Masquerade,Scarlet & Violet,trainer,Item,,Uncommon,Reverse Holofoil,none,False,False,False,False,False,0.44,-0.820981,False,False,False,False,False,False,False,False,False
Caretaker - 144/167,Caretaker,,144/167,Twilight Masquerade,Scarlet & Violet,trainer,Supporter,,Common,Normal,none,False,False,False,False,False,0.14,-1.966113,False,False,False,False,False,False,False,False,False
Caretaker - 144/167,Caretaker,,144/167,Twilight Masquerade,Scarlet & Violet,trainer,Supporter,,Common,Reverse Holofoil,none,False,False,False,False,False,0.13,-2.040221,False,False,False,False,False,False,False,False,False
Carmine - 145/167,Carmine,,145/167,Twilight Masquerade,Scarlet & Violet,trainer,Supporter,,Uncommon,Normal,none,False,False,False,False,True,0.17,-1.771957,False,False,False,False,False,False,False,False,False
Carmine - 145/167,Carmine,,145/167,Twilight Masquerade,Scarlet & Violet,trainer,Supporter,,Uncommon,Reverse Holofoil,none,False,False,False,False,True,0.31,-1.171183,False,False,False,False,False,False,False,False,False
Community Center,,,146/167,Twilight Masquerade,Scarlet & Violet,trainer,Stadium,,Uncommon,Normal,none,False,False,False,False,False,0.06,-2.813411,False,False,False,False,False,False,False,False,False
Community Center,,,146/167,Twilight Masquerade,Scarlet & Violet,trainer,Stadium,,Uncommon,Reverse Holofoil,none,False,False,False,False,False,0.18,-1.714798,False,False,False,False,False,False,False,False,False
Cook,Cook,,147/167,Twilight Masquerade,Scarlet & Violet,trainer,Supporter,,Uncommon,Normal,none,False,False,False,False,False,0.06,-2.813411,False,False,False,False,False,False,False,False,False
Cook,Cook,,147/167,Twilight Masquerade,Scarlet & Violet,trainer,Supporter,,Uncommon,Reverse Holofoil,none,False,False,False,False,False,0.21,-1.560648,False,False,False,False,False,False,False,False,False
Enhanced Hammer - 148/167,,,148/167,Twilight Masquerade,Scarlet & Violet,trainer,Item,,Uncommon,Normal,none,False,False,False,False,False,0.17,-1.771957,False,False,False,False,False,False,False,False,False
Enhanced Hammer - 148/167,,,148/167,Twilight Masquerade,Scarlet & Violet,trainer,Item,,Uncommon,Reverse Holofoil,none,False,False,False,False,False,0.31,-1.171183,False,False,False,False,False,False,False,False,False
Festival Grounds,,,149/167,Twilight Masquerade,Scarlet & Violet,trainer,Stadium,,Uncommon,Normal,none,False,False,False,False,False,0.16,-1.832581,False,False,False,False,False,False,False,False,False
Festival Grounds,,,149/167,Twilight Masquerade,Scarlet & Violet,trainer,Stadium,,Uncommon,Reverse Holofoil,none,False,False,False,False,False,0.34,-1.07881,False,False,False,False,False,False,False,False,False
Handheld Fan,,,150/167,Twilight Masquerade,Scarlet & Violet,trainer,Tool,,Uncommon,Normal,none,False,False,False,False,False,0.19,-1.660731,False,False,False,False,False,False,False,False,False
Handheld Fan,,,150/167,Twilight Masquerade,Scarlet & Violet,trainer,Tool,,Uncommon,Reverse Holofoil,none,False,False,False,False,False,0.25,-1.386294,False,False,False,False,False,False,False,False,False
Hassel - 151/167,Hassel,,151/167,Twilight Masquerade,Scarlet & Violet,trainer,Supporter,,Uncommon,Normal,none,False,False,False,False,False,0.12,-2.120264,False,False,False,False,False,False,False,False,False
Hassel - 151/167,Hassel,,151/167,Twilight Masquerade,Scarlet & Violet,trainer,Supporter,,Uncommon,Reverse Holofoil,none,False,False,False,False,False,0.24,-1.427116,False,False,False,False,False,False,False,False,False
Hyper Aroma,,,152/167,Twilight Masquerade,Scarlet & Violet,trainer,Item,,ACE SPEC Rare,Holofoil,none,False,False,False,False,False,0.41,-0.891598,False,False,False,False,False,False,False,False,False
Jamming Tower,,,153/167,Twilight Masquerade,Scarlet & Violet,trainer,Stadium,,Uncommon,Normal,none,False,False,False,False,False,0.19,-1.660731,False,False,False,False,False,False,False,False,False
Jamming Tower,,,153/167,Twilight Masquerade,Scarlet & Violet,trainer,Stadium,,Uncommon,Reverse Holofoil,none,False,False,False,False,False,0.47,-0.755023,False,False,False,False,False,False,False,False,False
Kieran - 154/167,Kieran,,154/167,Twilight Masquerade,Scarlet & Violet,trainer,Supporter,,Uncommon,Normal,none,False,False,False,False,False,0.07,-2.65926,False,False,False,False,False,False,False,False,False
Kieran - 154/167,Kieran,,154/167,Twilight Masquerade,Scarlet & Violet,trainer,Supporter,,Uncommon,Reverse Holofoil,none,False,False,False,False,False,0.2,-1.609438,False,False,False,False,False,False,False,False,False
Lana's Aid - 155/167,Lana,,155/167,Twilight Masquerade,Scarlet & Violet,trainer,Supporter,,Uncommon,Normal,none,False,False,False,False,True,0.3,-1.203973,False,False,False,False,False,False,False,False,False
Lana's Aid - 155/167,Lana,,155/167,Twilight Masquerade,Scarlet & Violet,trainer,Supporter,,Uncommon,Reverse Holofoil,none,False,False,False,False,True,0.59,-0.527633,False,False,False,False,False,False,False,False,False
Love Ball,,,156/167,Twilight Masquerade,Scarlet & Violet,trainer,Item,,Uncommon,Normal,none,False,False,False,False,False,0.17,-1.771957,False,False,False,False,False,False,False,False,False
Love Ball,,,156/167,Twilight Masquerade,Scarlet & Violet,trainer,Item,,Uncommon,Reverse Holofoil,none,False,False,False,False,False,0.34,-1.07881,False,False,False,False,False,False,False,False,False
Lucian - 157/167,Lucian,,157/167,Twilight Masquerade,Scarlet & Violet,trainer,Supporter,,Uncommon,Normal,none,False,False,False,False,False,0.15,-1.89712,False,False,False,False,False,False,False,False,False
Lucian - 157/167,Lucian,,157/167,Twilight Masquerade,Scarlet & Violet,trainer,Supporter,,Uncommon,Reverse Holofoil,none,False,False,False,False,False,0.17,-1.771957,False,False,False,False,False,False,False,False,False
Lucky Helmet,,,158/167,Twilight Masquerade,Scarlet & Violet,trainer,Tool,,Uncommon,Normal,none,False,False,False,False,False,0.21,-1.560648,False,False,False,False,False,False,False,False,False
Lucky Helmet,,,158/167,Twilight Masquerade,Scarlet & Violet,trainer,Tool,,Uncommon,Reverse Holofoil,none,False,False,False,False,False,0.34,-1.07881,False,False,False,False,False,False,False,False,False
Ogre's Mask,,,159/167,Twilight Masquerade,Scarlet & Violet,trainer,Item,,Uncommon,Normal,none,False,False,False,False,False,0.07,-2.65926,False,False,False,False,False,False,False,False,False
Ogre's Mask,,,159/167,Twilight Masquerade,Scarlet & Violet,trainer,Item,,Uncommon,Reverse Holofoil,none,False,False,False,False,False,0.18,-1.714798,False,False,False,False,False,False,False,False,False
Perrin - 160/167,Perrin,,160/167,Twilight Masquerade,Scarlet & Violet,trainer,Supporter,,Uncommon,Normal,none,False,False,False,False,True,0.1,-2.302585,False,False,False,False,False,False,False,False,False
Perrin - 160/167,Perrin,,160/167,Twilight Masquerade,Scarlet & Violet,trainer,Supporter,,Uncommon,Reverse Holofoil,none,False,False,False,False,True,0.28,-1.272966,False,False,False,False,False,False,False,False,False
Raifort,Raifort,,161/167,Twilight Masquerade,Scarlet & Violet,trainer,Supporter,,Uncommon,Normal,none,False,False,False,False,False,0.08,-2.525729,False,False,False,False,False,False,False,False,False
Raifort,Raifort,,161/167,Twilight Masquerade,Scarlet & Violet,trainer,Supporter,,Uncommon,Reverse Holofoil,none,False,False,False,False,False,0.21,-1.560648,False,False,False,False,False,False,False,False,False
Scoop Up Cyclone,,,162/167,Twilight Masquerade,Scarlet & Violet,trainer,Item,,ACE SPEC Rare,Holofoil,none,False,False,False,False,False,0.43,-0.84397,False,False,False,False,False,False,False,False,False
Secret Box,,,163/167,Twilight Masquerade,Scarlet & Violet,trainer,Item,,ACE SPEC Rare,Holofoil,none,False,False,False,False,False,8.93,2.189416,False,False,False,False,False,False,False,False,False
Survival Brace,,,164/167,Twilight Masquerade,Scarlet & Violet,trainer,Tool,,ACE SPEC Rare,Holofoil,none,False,False,False,False,False,0.41,-0.891598,False,False,False,False,False,False,False,False,False
Unfair Stamp,,,165/167,Twilight Masquerade,Scarlet & Violet,trainer,Item,,ACE SPEC Rare,Holofoil,none,False,False,False,False,False,17.9,2.884801,False,False,False,False,False,False,False,False,False
Boomerang Energy,,,166/167,Twilight Masquerade,Scarlet & Violet,energy,Special Rainbow Energy,,Uncommon,Normal,none,False,False,False,False,False,0.11,-2.207275,False,False,False,False,False,False,False,False,False
Boomerang Energy,,,166/167,Twilight Masquerade,Scarlet & Violet,energy,Special Rainbow Energy,,Uncommon,Reverse Holofoil,none,False,False,False,False,False,0.26,-1.347074,False,False,False,False,False,False,False,False,False
Legacy Energy,,,167/167,Twilight Masquerade,Scarlet & Violet,energy,Special Rainbow Energy,,ACE SPEC Rare,Holofoil,none,False,False,False,False,False,2.93,1.075002,False,False,False,False,False,False,False,False,False
Pinsir - 168/167,Pinsir,gen1,168/167,Twilight Masquerade,Scarlet & Violet,pokemon,Grass,Basic,Illustration Rare,Holofoil,none,False,False,False,False,False,12.81,2.550226,False,False,False,False,True,False,False,False,False
Sunflora - 169/167,Sunflora,gen2,169/167,Twilight Masquerade,Scarlet & Violet,pokemon,Grass,Stage 1,Illustration Rare,Holofoil,none,False,False,False,False,False,6.23,1.829376,False,False,False,False,True,False,False,False,False
Dipplin - 170/167,Dipplin,gen9,170/167,Twilight Masquerade,Scarlet & Violet,pokemon,Grass,Stage 1,Illustration Rare,Holofoil,none,False,False,False,False,False,10.4,2.341806,False,False,False,False,True,False,False,False,False
Poltchageist - 171/167,Poltchageist,gen9,171/167,Twilight Masquerade,Scarlet & Violet,pokemon,Grass,Basic,Illustration Rare,Holofoil,none,False,False,False,False,False,3.78,1.329724,False,False,False,False,True,False,False,False,False
Torkoal - 172/167,Torkoal,gen3,172/167,Twilight Masquerade,Scarlet & Violet,pokemon,Fire,Basic,Illustration Rare,Holofoil,none,False,False,False,False,False,4.73,1.553925,False,False,False,False,True,False,False,False,False
Infernape - 173/167,Infernape,gen4,173/167,Twilight Masquerade,Scarlet & Violet,pokemon,Fire,Stage 2,Illustration Rare,Holofoil,none,False,False,True,False,False,12.69,2.540814,False,False,False,False,True,False,False,False,False
