setName,pricechartingTitle,pricechartingCardName,pricechartingCardNumber,pricechartingVariant,pricechartingUrl
Crystal Guardians,Meditite #56,Meditite,56,Normal,https://www.pricecharting.com/game/pokemon-crystal-guardians/meditite-56
Crystal Guardians,Combusken #31,Combusken,31,Normal,https://www.pricecharting.com/game/pokemon-crystal-guardians/combusken-31
Crystal Guardians,Cacnea #47,Cacnea,47,Normal,https://www.pricecharting.com/game/pokemon-crystal-guardians/cacnea-47
Crystal Guardians,Lairon #36,Lairon,36,Normal,https://www.pricecharting.com/game/pokemon-crystal-guardians/lairon-36
Crystal Guardians,Whismur #69,Whismur,69,Normal,https://www.pricecharting.com/game/pokemon-crystal-guardians/whismur-69
Crystal Guardians,Nuzleaf #39,Nuzleaf,39,Normal,https://www.pricecharting.com/game/pokemon-crystal-guardians/nuzleaf-39
Crystal Guardians,Potion #87,Potion,87,Normal,https://www.pricecharting.com/game/pokemon-crystal-guardians/potion-87
Crystal Guardians,Grumpig #20,Grumpig,20,Normal,https://www.pricecharting.com/game/pokemon-crystal-guardians/grumpig-20
Crystal Guardians,Loudred #23,Loudred,23,Normal,https://www.pricecharting.com/game/pokemon-crystal-guardians/loudred-23
Crystal Guardians,Dusclops #17,Dusclops,17,Normal,https://www.pricecharting.com/game/pokemon-crystal-guardians/dusclops-17
Crystal Guardians,Castaway #72,Castaway,72,Normal,https://www.pricecharting.com/game/pokemon-crystal-guardians/castaway-72
Crystal Guardians,Cacturne #15,Cacturne,15,Normal,https://www.pricecharting.com/game/pokemon-crystal-guardians/cacturne-15
Crystal Guardians,Energy Search #86,Energy Search,86,Normal,https://www.pricecharting.com/game/pokemon-crystal-guardians/energy-search-86
Crystal Guardians,Lombre #37,Lombre,37,Normal,https://www.pricecharting.com/game/pokemon-crystal-guardians/lombre-37
Crystal Guardians,Bill's Maintenance [Reverse Holo] #71,Bill's Maintenance,71,Reverse Holo,https://www.pricecharting.com/game/pokemon-crystal-guardians/bill's-maintenance-reverse-holo-71
Crystal Guardians,Venusaur [Regional Championships] #28,Venusaur [Regional Championships],28,Normal,https://www.pricecharting.com/game/pokemon-crystal-guardians/venusaur-regional-championships-28
Crystal Guardians,Double Rainbow Energy [Reverse Holo] #88,Double Rainbow Energy,88,Reverse Holo,https://www.pricecharting.com/game/pokemon-crystal-guardians/double-rainbow-energy-reverse-holo-88
Crystal Guardians,PokeNav [Reverse Holo] #83,PokeNav,83,Reverse Holo,https://www.pricecharting.com/game/pokemon-crystal-guardians/pokenav-reverse-holo-83
Crystal Guardians,Meditite [Stamped] #56,Meditite [Stamped],56,Normal,https://www.pricecharting.com/game/pokemon-crystal-guardians/meditite-stamped-56
Crystal Guardians,Medicham #25,Medicham,25,Normal,https://www.pricecharting.com/game/pokemon-crystal-guardians/medicham-25
Crystal Guardians,Crystal Beach #75,Crystal Beach,75,Normal,https://www.pricecharting.com/game/pokemon-crystal-guardians/crystal-beach-75
Crystal Guardians,Marshtomp #24,Marshtomp,24,Normal,https://www.pricecharting.com/game/pokemon-crystal-guardians/marshtomp-24
Crystal Guardians,Shuppet #40,Shuppet,40,Normal,https://www.pricecharting.com/game/pokemon-crystal-guardians/shuppet-40
Crystal Guardians,Celio's Network #73,Celio's Network,73,Normal,https://www.pricecharting.com/game/pokemon-crystal-guardians/celio's-network-73
Crystal Guardians,Crystal Beach [Reverse Holo] #75,Crystal Beach,75,Reverse Holo,https://www.pricecharting.com/game/pokemon-crystal-guardians/crystal-beach-reverse-holo-75
Crystal Guardians,PokeNav #83,PokeNav,83,Normal,https://www.pricecharting.com/game/pokemon-crystal-guardians/pokenav-83
Crystal Guardians,Windstorm [Reverse Holo] #85,Windstorm,85,Reverse Holo,https://www.pricecharting.com/game/pokemon-crystal-guardians/windstorm-reverse-holo-85
Crystal Guardians,Castaway [Reverse Holo] #72,Castaway,72,Reverse Holo,https://www.pricecharting.com/game/pokemon-crystal-guardians/castaway-reverse-holo-72
Crystal Guardians,Double Full Heal [Reverse Holo] #77,Double Full Heal,77,Reverse Holo,https://www.pricecharting.com/game/pokemon-crystal-guardians/double-full-heal-reverse-holo-77
Crystal Guardians,Energy Search [Reverse Holo] #86,Energy Search,86,Reverse Holo,https://www.pricecharting.com/game/pokemon-crystal-guardians/energy-search-reverse-holo-86
Crystal Guardians,Gulpin #33,Gulpin,33,Normal,https://www.pricecharting.com/game/pokemon-crystal-guardians/gulpin-33
Crystal Guardians,Warp Point [Reverse Holo] #84,Warp Point,84,Reverse Holo,https://www.pricecharting.com/game/pokemon-crystal-guardians/warp-point-reverse-holo-84
Crystal Guardians,Double Full Heal #77,Double Full Heal,77,Normal,https://www.pricecharting.com/game/pokemon-crystal-guardians/double-full-heal-77
Crystal Guardians,Holon Circle [Reverse Holo] #79,Holon Circle,79,Reverse Holo,https://www.pricecharting.com/game/pokemon-crystal-guardians/holon-circle-reverse-holo-79
Crystal Guardians,Dual Ball [Reverse Holo] #78,Dual Ball,78,Reverse Holo,https://www.pricecharting.com/game/pokemon-crystal-guardians/dual-ball-reverse-holo-78
Crystal Guardians,Wigglytuff [Stamped] #13,Wigglytuff [Stamped],13,Normal,https://www.pricecharting.com/game/pokemon-crystal-guardians/wigglytuff-stamped-13
Crystal Guardians,Bill's Maintenance #71,Bill's Maintenance,71,Normal,https://www.pricecharting.com/game/pokemon-crystal-guardians/bill's-maintenance-71
Crystal Guardians,Crystal Shard [Reverse Holo] #76,Crystal Shard,76,Reverse Holo,https://www.pricecharting.com/game/pokemon-crystal-guardians/crystal-shard-reverse-holo-76
Crystal Guardians,Warp Point #84,Warp Point,84,Normal,https://www.pricecharting.com/game/pokemon-crystal-guardians/warp-point-84
Crystal Guardians,Dual Ball #78,Dual Ball,78,Normal,https://www.pricecharting.com/game/pokemon-crystal-guardians/dual-ball-78
Crystal Guardians,Poke Ball #82,Poke Ball,82,Normal,https://www.pricecharting.com/game/pokemon-crystal-guardians/poke-ball-82
Crystal Guardians,Spearow [Stamped Holo] #61,Spearow [Stamped Holo],61,Normal,https://www.pricecharting.com/game/pokemon-crystal-guardians/spearow-stamped-holo-61
Crystal Guardians,Cessation Crystal [Reverse Holo] #74,Cessation Crystal,74,Reverse Holo,https://www.pricecharting.com/game/pokemon-crystal-guardians/cessation-crystal-reverse-holo-74
Crystal Guardians,Poke Ball [Reverse Holo] #82,Poke Ball,82,Reverse Holo,https://www.pricecharting.com/game/pokemon-crystal-guardians/poke-ball-reverse-holo-82
Crystal Guardians,Combusken #16,Combusken,16,Normal,https://www.pricecharting.com/game/pokemon-crystal-guardians/combusken-16
Crystal Guardians,Skitty #41,Skitty,41,Normal,https://www.pricecharting.com/game/pokemon-crystal-guardians/skitty-41
Crystal Guardians,Cessation Crystal #74,Cessation Crystal,74,Normal,https://www.pricecharting.com/game/pokemon-crystal-guardians/cessation-crystal-74
Crystal Guardians,Crystal Shard #76,Crystal Shard,76,Normal,https://www.pricecharting.com/game/pokemon-crystal-guardians/crystal-shard-76
Crystal Guardians,Memory Berry [Reverse Holo] #80,Memory Berry,80,Reverse Holo,https://www.pricecharting.com/game/pokemon-crystal-guardians/memory-berry-reverse-holo-80
Crystal Guardians,Windstorm #85,Windstorm,85,Normal,https://www.pricecharting.com/game/pokemon-crystal-guardians/windstorm-85
Crystal Guardians,Potion [Reverse Holo] #87,Potion,87,Reverse Holo,https://www.pricecharting.com/game/pokemon-crystal-guardians/potion-reverse-holo-87
Crystal Guardians,Combusken [Stamped] #16,Combusken [Stamped],16,Normal,https://www.pricecharting.com/game/pokemon-crystal-guardians/combusken-stamped-16
Crystal Guardians,Celio's Network [Reverse Holo] #73,Celio's Network,73,Reverse Holo,https://www.pricecharting.com/game/pokemon-crystal-guardians/celio's-network-reverse-holo-73
Crystal Guardians,Holon Circle #79,Holon Circle,79,Normal,https://www.pricecharting.com/game/pokemon-crystal-guardians/holon-circle-79
Crystal Guardians,Memory Berry #80,Memory Berry,80,Normal,https://www.pricecharting.com/game/pokemon-crystal-guardians/memory-berry-80
Crystal Guardians,Mysterious Shard #81,Mysterious Shard,81,Normal,https://www.pricecharting.com/game/pokemon-crystal-guardians/mysterious-shard-81
Crystal Guardians,Mysterious Shard [Reverse Holo] #81,Mysterious Shard,81,Reverse Holo,https://www.pricecharting.com/game/pokemon-crystal-guardians/mysterious-shard-reverse-holo-81
Ruby & Sapphire,Mewtwo EX #101,Mewtwo EX,101,Normal,https://www.pricecharting.com/game/pokemon-ruby-&-sapphire/mewtwo-ex-101
Ruby & Sapphire,Lapras EX #99,Lapras EX,99,Normal,https://www.pricecharting.com/game/pokemon-ruby-&-sapphire/lapras-ex-99
Ruby & Sapphire,Blaziken [Holo] #3,Blaziken,3,Holo,https://www.pricecharting.com/game/pokemon-ruby-&-sapphire/blaziken-holo-3
Ruby & Sapphire,Scyther EX #102,Scyther EX,102,Normal,https://www.pricecharting.com/game/pokemon-ruby-&-sapphire/scyther-ex-102
Ruby & Sapphire,Hitmonchan EX #98,Hitmonchan EX,98,Normal,https://www.pricecharting.com/game/pokemon-ruby-&-sapphire/hitmonchan-ex-98
Ruby & Sapphire,Gardevoir [Holo] #7,Gardevoir,7,Holo,https://www.pricecharting.com/game/pokemon-ruby-&-sapphire/gardevoir-holo-7
Ruby & Sapphire,Chansey EX #96,Chansey EX,96,Normal,https://www.pricecharting.com/game/pokemon-ruby-&-sapphire/chansey-ex-96
Ruby & Sapphire,Sneasel EX #103,Sneasel EX,103,Normal,https://www.pricecharting.com/game/pokemon-ruby-&-sapphire/sneasel-ex-103
Ruby & Sapphire,Sceptile #11,Sceptile,11,Normal,https://www.pricecharting.com/game/pokemon-ruby-&-sapphire/sceptile-11
Ruby & Sapphire,Electabuzz EX #97,Electabuzz EX,97,Normal,https://www.pricecharting.com/game/pokemon-ruby-&-sapphire/electabuzz-ex-97
Ruby & Sapphire,Magmar EX #100,Magmar EX,100,Normal,https://www.pricecharting.com/game/pokemon-ruby-&-sapphire/magmar-ex-100
Ruby & Sapphire,Swampert #13,Swampert,13,Normal,https://www.pricecharting.com/game/pokemon-ruby-&-sapphire/swampert-13
Ruby & Sapphire,Blaziken #15,Blaziken,15,Normal,https://www.pricecharting.com/game/pokemon-ruby-&-sapphire/blaziken-15
Ruby & Sapphire,Aggron #1,Aggron,1,Normal,https://www.pricecharting.com/game/pokemon-ruby-&-sapphire/aggron-1
Ruby & Sapphire,Mudkip #60,Mudkip,60,Normal,https://www.pricecharting.com/game/pokemon-ruby-&-sapphire/mudkip-60
Ruby & Sapphire,Wailord #14,Wailord,14,Normal,https://www.pricecharting.com/game/pokemon-ruby-&-sapphire/wailord-14
Ruby & Sapphire,Torchic #73,Torchic,73,Normal,https://www.pricecharting.com/game/pokemon-ruby-&-sapphire/torchic-73
Ruby & Sapphire,Treecko #75,Treecko,75,Normal,https://www.pricecharting.com/game/pokemon-ruby-&-sapphire/treecko-75
Ruby & Sapphire,Manectric #9,Manectric,9,Normal,https://www.pricecharting.com/game/pokemon-ruby-&-sapphire/manectric-9
Ruby & Sapphire,Mightyena #10,Mightyena,10,Normal,https://www.pricecharting.com/game/pokemon-ruby-&-sapphire/mightyena-10
Ruby & Sapphire,Swampert #23,Swampert,23,Normal,https://www.pricecharting.com/game/pokemon-ruby-&-sapphire/swampert-23
Ruby & Sapphire,Camerupt #4,Camerupt,4,Normal,https://www.pricecharting.com/game/pokemon-ruby-&-sapphire/camerupt-4
Ruby & Sapphire,Mudkip [Reverse Holo] #59,Mudkip,59,Reverse Holo,https://www.pricecharting.com/game/pokemon-ruby-&-sapphire/mudkip-reverse-holo-59
Ruby & Sapphire,Blaziken [Reverse Holo] #3,Blaziken,3,Reverse Holo,https://www.pricecharting.com/game/pokemon-ruby-&-sapphire/blaziken-reverse-holo-3
Ruby & Sapphire,Beautifly #2,Beautifly,2,Normal,https://www.pricecharting.com/game/pokemon-ruby-&-sapphire/beautifly-2
Ruby & Sapphire,Gardevoir #7,Gardevoir,7,Normal,https://www.pricecharting.com/game/pokemon-ruby-&-sapphire/gardevoir-7
Ruby & Sapphire,Blaziken #3,Blaziken,3,Normal,https://www.pricecharting.com/game/pokemon-ruby-&-sapphire/blaziken-3
Ruby & Sapphire,Delcatty #5,Delcatty,5,Normal,https://www.pricecharting.com/game/pokemon-ruby-&-sapphire/delcatty-5
Ruby & Sapphire,Mudkip #59,Mudkip,59,Normal,https://www.pricecharting.com/game/pokemon-ruby-&-sapphire/mudkip-59
Ruby & Sapphire,Mudkip [Reverse Holo] #60,Mudkip,60,Reverse Holo,https://www.pricecharting.com/game/pokemon-ruby-&-sapphire/mudkip-reverse-holo-60
Ruby & Sapphire,Dustox #6,Dustox,6,Normal,https://www.pricecharting.com/game/pokemon-ruby-&-sapphire/dustox-6
Ruby & Sapphire,Slaking #12,Slaking,12,Normal,https://www.pricecharting.com/game/pokemon-ruby-&-sapphire/slaking-12
Ruby & Sapphire,Hariyama #8,Hariyama,8,Normal,https://www.pricecharting.com/game/pokemon-ruby-&-sapphire/hariyama-8
Ruby & Sapphire,Sceptile [Reverse Holo] #11,Sceptile,11,Reverse Holo,https://www.pricecharting.com/game/pokemon-ruby-&-sapphire/sceptile-reverse-holo-11
Ruby & Sapphire,Gardevoir [Reverse Holo] #7,Gardevoir,7,Reverse Holo,https://www.pricecharting.com/game/pokemon-ruby-&-sapphire/gardevoir-reverse-holo-7
Ruby & Sapphire,Torchic [Reverse Holo] #74,Torchic,74,Reverse Holo,https://www.pricecharting.com/game/pokemon-ruby-&-sapphire/torchic-reverse-holo-74
Ruby & Sapphire,Torchic #74,Torchic,74,Normal,https://www.pricecharting.com/game/pokemon-ruby-&-sapphire/torchic-74
Ruby & Sapphire,Treecko [Reverse Holo] #76,Treecko,76,Reverse Holo,https://www.pricecharting.com/game/pokemon-ruby-&-sapphire/treecko-reverse-holo-76
Ruby & Sapphire,Sceptile #20,Sceptile,20,Normal,https://www.pricecharting.com/game/pokemon-ruby-&-sapphire/sceptile-20
Ruby & Sapphire,Treecko #76,Treecko,76,Normal,https://www.pricecharting.com/game/pokemon-ruby-&-sapphire/treecko-76
Ruby & Sapphire,Grovyle #31,Grovyle,31,Normal,https://www.pricecharting.com/game/pokemon-ruby-&-sapphire/grovyle-31
Ruby & Sapphire,Skitty #70,Skitty,70,Normal,https://www.pricecharting.com/game/pokemon-ruby-&-sapphire/skitty-70
Ruby & Sapphire,Weezing #24,Weezing,24,Normal,https://www.pricecharting.com/game/pokemon-ruby-&-sapphire/weezing-24
Ruby & Sapphire,Swampert [Reverse Holo] #13,Swampert,13,Reverse Holo,https://www.pricecharting.com/game/pokemon-ruby-&-sapphire/swampert-reverse-holo-13
Ruby & Sapphire,Combusken #27,Combusken,27,Normal,https://www.pricecharting.com/game/pokemon-ruby-&-sapphire/combusken-27
Ruby & Sapphire,Blaziken [Reverse Holo] #15,Blaziken,15,Reverse Holo,https://www.pricecharting.com/game/pokemon-ruby-&-sapphire/blaziken-reverse-holo-15
Ruby & Sapphire,Rainbow Energy #95,Rainbow Energy,95,Normal,https://www.pricecharting.com/game/pokemon-ruby-&-sapphire/rainbow-energy-95
Ruby & Sapphire,Sharpedo #22,Sharpedo,22,Normal,https://www.pricecharting.com/game/pokemon-ruby-&-sapphire/sharpedo-22
Ruby & Sapphire,Swampert [Reverse Holo] #23,Swampert,23,Reverse Holo,https://www.pricecharting.com/game/pokemon-ruby-&-sapphire/swampert-reverse-holo-23
Ruby & Sapphire,Energy Search #90,Energy Search,90,Normal,https://www.pricecharting.com/game/pokemon-ruby-&-sapphire/energy-search-90
Ruby & Sapphire,Marshtomp #40,Marshtomp,40,Normal,https://www.pricecharting.com/game/pokemon-ruby-&-sapphire/marshtomp-40
Ruby & Sapphire,Taillow #72,Taillow,72,Normal,https://www.pricecharting.com/game/pokemon-ruby-&-sapphire/taillow-72
Ruby & Sapphire,Koffing #54,Koffing,54,Normal,https://www.pricecharting.com/game/pokemon-ruby-&-sapphire/koffing-54
Ruby & Sapphire,Weezing [Reverse Holo] #24,Weezing,24,Reverse Holo,https://www.pricecharting.com/game/pokemon-ruby-&-sapphire/weezing-reverse-holo-24
Ruby & Sapphire,Goldeen #55,Goldeen,55,Normal,https://www.pricecharting.com/game/pokemon-ruby-&-sapphire/goldeen-55
Ruby & Sapphire,Wailmer #48,Wailmer,48,Normal,https://www.pricecharting.com/game/pokemon-ruby-&-sapphire/wailmer-48
Ruby & Sapphire,Ralts #68,Ralts,68,Normal,https://www.pricecharting.com/game/pokemon-ruby-&-sapphire/ralts-68
Ruby & Sapphire,Pelipper #19,Pelipper,19,Normal,https://www.pricecharting.com/game/pokemon-ruby-&-sapphire/pelipper-19
Ruby & Sapphire,Makuhita #56,Makuhita,56,Normal,https://www.pricecharting.com/game/pokemon-ruby-&-sapphire/makuhita-56
Ruby & Sapphire,Fire Energy #108,Fire Energy,108,Normal,https://www.pricecharting.com/game/pokemon-ruby-&-sapphire/fire-energy-108
Ruby & Sapphire,Sceptile [Reverse Holo] #20,Sceptile,20,Reverse Holo,https://www.pricecharting.com/game/pokemon-ruby-&-sapphire/sceptile-reverse-holo-20
Ruby & Sapphire,Phanpy #62,Phanpy,62,Normal,https://www.pricecharting.com/game/pokemon-ruby-&-sapphire/phanpy-62
Ruby & Sapphire,Ralts #67,Ralts,67,Normal,https://www.pricecharting.com/game/pokemon-ruby-&-sapphire/ralts-67
Ruby & Sapphire,Wailord [Reverse Holo] #14,Wailord,14,Reverse Holo,https://www.pricecharting.com/game/pokemon-ruby-&-sapphire/wailord-reverse-holo-14
Ruby & Sapphire,Seaking #21,Seaking,21,Normal,https://www.pricecharting.com/game/pokemon-ruby-&-sapphire/seaking-21
Ruby & Sapphire,Delcatty #29,Delcatty,29,Normal,https://www.pricecharting.com/game/pokemon-ruby-&-sapphire/delcatty-29
Ruby & Sapphire,Poochyena #63,Poochyena,63,Normal,https://www.pricecharting.com/game/pokemon-ruby-&-sapphire/poochyena-63
Ruby & Sapphire,Mightyena [Reverse Holo] #10,Mightyena,10,Reverse Holo,https://www.pricecharting.com/game/pokemon-ruby-&-sapphire/mightyena-reverse-holo-10
Ruby & Sapphire,Kirlia #34,Kirlia,34,Normal,https://www.pricecharting.com/game/pokemon-ruby-&-sapphire/kirlia-34
Ruby & Sapphire,Electrike #53,Electrike,53,Normal,https://www.pricecharting.com/game/pokemon-ruby-&-sapphire/electrike-53
Ruby & Sapphire,Ralts #66,Ralts,66,Normal,https://www.pricecharting.com/game/pokemon-ruby-&-sapphire/ralts-66
Ruby & Sapphire,Torchic [Reverse Holo] #73,Torchic,73,Reverse Holo,https://www.pricecharting.com/game/pokemon-ruby-&-sapphire/torchic-reverse-holo-73
Ruby & Sapphire,Wingull #77,Wingull,77,Normal,https://www.pricecharting.com/game/pokemon-ruby-&-sapphire/wingull-77
Ruby & Sapphire,Lightning Energy #109,Lightning Energy,109,Normal,https://www.pricecharting.com/game/pokemon-ruby-&-sapphire/lightning-energy-109
Ruby & Sapphire,Aggron [Reverse Holo] #1,Aggron,1,Reverse Holo,https://www.pricecharting.com/game/pokemon-ruby-&-sapphire/aggron-reverse-holo-1
Ruby & Sapphire,Water Energy #106,Water Energy,106,Normal,https://www.pricecharting.com/game/pokemon-ruby-&-sapphire/water-energy-106
Ruby & Sapphire,Grovyle #32,Grovyle,32,Normal,https://www.pricecharting.com/game/pokemon-ruby-&-sapphire/grovyle-32
Ruby & Sapphire,Carvanha #51,Carvanha,51,Normal,https://www.pricecharting.com/game/pokemon-ruby-&-sapphire/carvanha-51
Ruby & Sapphire,Aron #50,Aron,50,Normal,https://www.pricecharting.com/game/pokemon-ruby-&-sapphire/aron-50
Ruby & Sapphire,Makuhita #57,Makuhita,57,Normal,https://www.pricecharting.com/game/pokemon-ruby-&-sapphire/makuhita-57
Ruby & Sapphire,Hariyama #33,Hariyama,33,Normal,https://www.pricecharting.com/game/pokemon-ruby-&-sapphire/hariyama-33
Ruby & Sapphire,Combusken #28,Combusken,28,Normal,https://www.pricecharting.com/game/pokemon-ruby-&-sapphire/combusken-28
Ruby & Sapphire,Marshtomp #41,Marshtomp,41,Normal,https://www.pricecharting.com/game/pokemon-ruby-&-sapphire/marshtomp-41
Ruby & Sapphire,Skitty [Reverse Holo] #44,Skitty,44,Reverse Holo,https://www.pricecharting.com/game/pokemon-ruby-&-sapphire/skitty-reverse-holo-44
Ruby & Sapphire,Swellow #46,Swellow,46,Normal,https://www.pricecharting.com/game/pokemon-ruby-&-sapphire/swellow-46
Ruby & Sapphire,Potion #91,Potion,91,Normal,https://www.pricecharting.com/game/pokemon-ruby-&-sapphire/potion-91
Ruby & Sapphire,Manectric [Reverse Holo] #9,Manectric,9,Reverse Holo,https://www.pricecharting.com/game/pokemon-ruby-&-sapphire/manectric-reverse-holo-9
Ruby & Sapphire,Marshtomp [Reverse Holo] #41,Marshtomp,41,Reverse Holo,https://www.pricecharting.com/game/pokemon-ruby-&-sapphire/marshtomp-reverse-holo-41
Ruby & Sapphire,Ralts [Reverse Holo] #68,Ralts,68,Reverse Holo,https://www.pricecharting.com/game/pokemon-ruby-&-sapphire/ralts-reverse-holo-68
Ruby & Sapphire,Kirlia [Reverse Holo] #35,Kirlia,35,Reverse Holo,https://www.pricecharting.com/game/pokemon-ruby-&-sapphire/kirlia-reverse-holo-35
Ruby & Sapphire,Shroomish #69,Shroomish,69,Normal,https://www.pricecharting.com/game/pokemon-ruby-&-sapphire/shroomish-69
Ruby & Sapphire,Zigzagoon #79,Zigzagoon,79,Normal,https://www.pricecharting.com/game/pokemon-ruby-&-sapphire/zigzagoon-79
Ruby & Sapphire,Wurmple #78,Wurmple,78,Normal,https://www.pricecharting.com/game/pokemon-ruby-&-sapphire/wurmple-78
Ruby & Sapphire,Breloom #16,Breloom,16,Normal,https://www.pricecharting.com/game/pokemon-ruby-&-sapphire/breloom-16
Ruby & Sapphire,Mightyena [Reverse Holo] #42,Mightyena,42,Reverse Holo,https://www.pricecharting.com/game/pokemon-ruby-&-sapphire/mightyena-reverse-holo-42
Ruby & Sapphire,Darkness Energy #93,Darkness Energy,93,Normal,https://www.pricecharting.com/game/pokemon-ruby-&-sapphire/darkness-energy-93
Ruby & Sapphire,Psychic Energy #107,Psychic Energy,107,Normal,https://www.pricecharting.com/game/pokemon-ruby-&-sapphire/psychic-energy-107
Ruby & Sapphire,Mightyena #42,Mightyena,42,Normal,https://www.pricecharting.com/game/pokemon-ruby-&-sapphire/mightyena-42
Ruby & Sapphire,Darkness Energy [Reverse Holo] #93,Darkness Energy,93,Reverse Holo,https://www.pricecharting.com/game/pokemon-ruby-&-sapphire/darkness-energy-reverse-holo-93
Ruby & Sapphire,Dustox [Reverse Holo] #6,Dustox,6,Reverse Holo,https://www.pricecharting.com/game/pokemon-ruby-&-sapphire/dustox-reverse-holo-6
Ruby & Sapphire,Combusken [Reverse Holo] #27,Combusken,27,Reverse Holo,https://www.pricecharting.com/game/pokemon-ruby-&-sapphire/combusken-reverse-holo-27
Ruby & Sapphire,Numel #61,Numel,61,Normal,https://www.pricecharting.com/game/pokemon-ruby-&-sapphire/numel-61
Ruby & Sapphire,Sharpedo [Reverse Holo] #22,Sharpedo,22,Reverse Holo,https://www.pricecharting.com/game/pokemon-ruby-&-sapphire/sharpedo-reverse-holo-22
Ruby & Sapphire,Skitty #44,Skitty,44,Normal,https://www.pricecharting.com/game/pokemon-ruby-&-sapphire/skitty-44
Ruby & Sapphire,Switch #92,Switch,92,Normal,https://www.pricecharting.com/game/pokemon-ruby-&-sapphire/switch-92
Ruby & Sapphire,Grass Energy #104,Grass Energy,104,Normal,https://www.pricecharting.com/game/pokemon-ruby-&-sapphire/grass-energy-104
Ruby & Sapphire,Skitty [Reverse Holo] #70,Skitty,70,Reverse Holo,https://www.pricecharting.com/game/pokemon-ruby-&-sapphire/skitty-reverse-holo-70
Ruby & Sapphire,Metal Energy #94,Metal Energy,94,Normal,https://www.pricecharting.com/game/pokemon-ruby-&-sapphire/metal-energy-94
Ruby & Sapphire,Slaking [Reverse Holo] #12,Slaking,12,Reverse Holo,https://www.pricecharting.com/game/pokemon-ruby-&-sapphire/slaking-reverse-holo-12
Ruby & Sapphire,Wailmer [Reverse Holo] #48,Wailmer,48,Reverse Holo,https://www.pricecharting.com/game/pokemon-ruby-&-sapphire/wailmer-reverse-holo-48
Ruby & Sapphire,Poochyena [Reverse Holo] #64,Poochyena,64,Reverse Holo,https://www.pricecharting.com/game/pokemon-ruby-&-sapphire/poochyena-reverse-holo-64
Ruby & Sapphire,Slakoth #45,Slakoth,45,Normal,https://www.pricecharting.com/game/pokemon-ruby-&-sapphire/slakoth-45
Ruby & Sapphire,Makuhita [Reverse Holo] #57,Makuhita,57,Reverse Holo,https://www.pricecharting.com/game/pokemon-ruby-&-sapphire/makuhita-reverse-holo-57
Ruby & Sapphire,Ralts [Reverse Holo] #67,Ralts,67,Reverse Holo,https://www.pricecharting.com/game/pokemon-ruby-&-sapphire/ralts-reverse-holo-67
Ruby & Sapphire,Pokemon Reversal #87,Pokemon Reversal,87,Normal,https://www.pricecharting.com/game/pokemon-ruby-&-sapphire/pokemon-reversal-87
Ruby & Sapphire,Camerupt [Reverse Holo] #4,Camerupt,4,Reverse Holo,https://www.pricecharting.com/game/pokemon-ruby-&-sapphire/camerupt-reverse-holo-4
Ruby & Sapphire,Marshtomp [Reverse Holo] #40,Marshtomp,40,Reverse Holo,https://www.pricecharting.com/game/pokemon-ruby-&-sapphire/marshtomp-reverse-holo-40
Ruby & Sapphire,Carvanha [Reverse Holo] #51,Carvanha,51,Reverse Holo,https://www.pricecharting.com/game/pokemon-ruby-&-sapphire/carvanha-reverse-holo-51
Ruby & Sapphire,Poochyena #65,Poochyena,65,Normal,https://www.pricecharting.com/game/pokemon-ruby-&-sapphire/poochyena-65
Ruby & Sapphire,Lairon #37,Lairon,37,Normal,https://www.pricecharting.com/game/pokemon-ruby-&-sapphire/lairon-37
Ruby & Sapphire,Donphan #17,Donphan,17,Normal,https://www.pricecharting.com/game/pokemon-ruby-&-sapphire/donphan-17
Ruby & Sapphire,Electrike [Reverse Holo] #30,Electrike,30,Reverse Holo,https://www.pricecharting.com/game/pokemon-ruby-&-sapphire/electrike-reverse-holo-30
Ruby & Sapphire,Skitty #71,Skitty,71,Normal,https://www.pricecharting.com/game/pokemon-ruby-&-sapphire/skitty-71
Ruby & Sapphire,Phanpy [Reverse Holo] #62,Phanpy,62,Reverse Holo,https://www.pricecharting.com/game/pokemon-ruby-&-sapphire/phanpy-reverse-holo-62
Ruby & Sapphire,Kirlia #35,Kirlia,35,Normal,https://www.pricecharting.com/game/pokemon-ruby-&-sapphire/kirlia-35
Ruby & Sapphire,Treecko [Reverse Holo] #75,Treecko,75,Reverse Holo,https://www.pricecharting.com/game/pokemon-ruby-&-sapphire/treecko-reverse-holo-75
Ruby & Sapphire,Pokenav #88,Pokenav,88,Normal,https://www.pricecharting.com/game/pokemon-ruby-&-sapphire/pokenav-88
Ruby & Sapphire,Grass Energy [Professor Program 2004-2005] #104,Grass Energy [Professor Program 2004-2005],104,Normal,https://www.pricecharting.com/game/pokemon-ruby-&-sapphire/grass-energy-professor-program-2004-2005-104
Ruby & Sapphire,Electrike #52,Electrike,52,Normal,https://www.pricecharting.com/game/pokemon-ruby-&-sapphire/electrike-52
Ruby & Sapphire,Poochyena #64,Poochyena,64,Normal,https://www.pricecharting.com/game/pokemon-ruby-&-sapphire/poochyena-64
Ruby & Sapphire,Grovyle [Reverse Holo] #32,Grovyle,32,Reverse Holo,https://www.pricecharting.com/game/pokemon-ruby-&-sapphire/grovyle-reverse-holo-32
Ruby & Sapphire,Delcatty [Reverse Holo] #5,Delcatty,5,Reverse Holo,https://www.pricecharting.com/game/pokemon-ruby-&-sapphire/delcatty-reverse-holo-5
