cardName,cleanName,cardNumber,setName,setEra,supertype,cardSubType,stage,cardRarity,finishType,marketPrice,patternType,tagName,isLegendary,isMythical,isStarter,isEeveelution,isMascot,isWaifuTrainer
Tornadus - 210 (Pokemon Center Exclusive),Tornadus 210 Pokemon Center Exclusive,210,Scarlet & Violet Promos,Scarlet & Violet,pokemon,Colorless,Basic,Promo,Holofoil,19.82,none,Tornadus 210 Pokemon Center Exclusive,False,False,False,False,False,False
Victini - 208,Victini 208,208,Scarlet & Violet Promos,Scarlet & Violet,pokemon,Fire,Basic,Promo,Holofoil,15.75,none,Victini 208,False,False,False,False,False,False
Gothitelle - 211,Gothitelle 211,211,Scarlet & Violet Promos,Scarlet & Violet,pokemon,Psychic,Stage 2,Promo,Holofoil,3.04,none,Gothitelle 211,False,False,False,False,False,False
Reuniclus - 212,Reuniclus 212,212,Scarlet & Violet Promos,Scarlet & Violet,pokemon,Psychic,Stage 2,Promo,Holofoil,2.04,none,Reuniclus 212,False,False,False,False,False,False
Pikachu - 225 (World Championship 2025),Pikachu 225 World Championship 2025,225,Scarlet & Violet Promos,Scarlet & Violet,pokemon,Lightning,Basic,Promo,Normal,5.56,none,Pikachu 225 World Championship 2025,False,False,False,False,False,False
Paradise Resort - 224 (World Championships 2025),Paradise Resort 224 World Championships 2025,224,Scarlet & Violet Promos,Scarlet & Violet,trainer,Stadium,,Promo,Normal,206.94,none,Paradise Resort 224 World Championships 2025,False,False,False,False,False,False
Paradise Resort - 224 (World Championships 2025) [Staff],Paradise Resort 224 World Championships 2025 Staff,224,Scarlet & Violet Promos,Scarlet & Violet,trainer,Stadium,,Promo,Normal,,none,Paradise Resort 224 World Championships 2025 Staff,False,False,False,False,False,False
Pikachu - 225 (World Championship 2025) [Winner],Pikachu 225 World Championship 2025 Winner,225,Scarlet & Violet Promos,Scarlet & Violet,pokemon,Lightning,Basic,Promo,Normal,89.24,none,Pikachu 225 World Championship 2025 Winner,False,False,False,False,False,False
Team Rocket's Mewtwo ex - 216,Team Rockets Mewtwo ex 216,216,Scarlet & Violet Promos,Scarlet & Violet,pokemon,Psychic,Basic,Promo,Holofoil,2.56,none,Team Rockets Mewtwo ex 216,False,False,False,False,False,False
Team Rocket's Nidoking ex - 217,Team Rockets Nidoking ex 217,217,Scarlet & Violet Promos,Scarlet & Violet,pokemon,Darkness,Stage 2,Promo,Holofoil,1.16,none,Team Rockets Nidoking ex 217,False,False,False,False,False,False
Team Rocket's Persian ex - 218,Team Rockets Persian ex 218,218,Scarlet & Violet Promos,Scarlet & Violet,pokemon,Colorless,Stage 1,Promo,Holofoil,1.04,none,Team Rockets Persian ex 218,False,False,False,False,False,False
Jolteon - 169 (Cosmos Holo),Jolteon 169 Cosmos Holo,169,Scarlet & Violet Promos,Scarlet & Violet,pokemon,Lightning,Stage 1,Rare,Holofoil,1.06,none,Jolteon 169 Cosmos Holo,False,False,False,False,False,False
Dondozo - 012 (Cosmos Holofoil),Dondozo 012 Cosmos Holofoil,012,Scarlet & Violet Promos,Scarlet & Violet,pokemon,Water,Basic,Promo,Holofoil,0.66,none,Dondozo 012 Cosmos Holofoil,False,False,False,False,False,False
Umbreon ex - 176,Umbreon ex 176,SVP 176,Scarlet & Violet Promos,Scarlet & Violet,pokemon,Darkness,Stage 1,Promo,Holofoil,41.29,none,Umbreon ex 176,False,False,False,False,False,False
Espeon ex - 175,Espeon ex 175,SVP 175,Scarlet & Violet Promos,Scarlet & Violet,pokemon,Psychic,Stage 1,Promo,Holofoil,21.6,none,Espeon ex 175,False,False,False,False,False,False
Black Belt's Training - 220,Black Belts Training 220,220,Scarlet & Violet Promos,Scarlet & Violet,trainer,Trainer - Supporter,,Promo,Normal,0.24,none,Black Belts Training 220,False,False,False,False,False,False
Black Belt's Training - 219,Black Belts Training 219,219,Scarlet & Violet Promos,Scarlet & Violet,trainer,Trainer - Supporter,,Promo,Normal,0.28,none,Black Belts Training 219,False,False,False,False,False,False
Professor's Research - 222,Professors Research 222,222,Scarlet & Violet Promos,Scarlet & Violet,trainer,Supporter,,Promo,Normal,0.18,none,Professors Research 222,False,False,False,False,False,False
Professor's Research - 223,Professors Research 223,223,Scarlet & Violet Promos,Scarlet & Violet,trainer,Supporter,,Promo,Normal,0.18,none,Professors Research 223,False,False,False,False,False,False
Professor's Research - 221,Professors Research 221,221,Scarlet & Violet Promos,Scarlet & Violet,trainer,Supporter,,Promo,Normal,0.18,none,Professors Research 221,False,False,False,False,False,False
Rockruff - 116/193 (Cosmos Holo),Rockruff 116 193 Cosmos Holo,116/193,Scarlet & Violet Promos,Scarlet & Violet,pokemon,Fighting,Basic,Common,,,none,Rockruff 116 193 Cosmos Holo,False,False,False,False,False,False
Pikachu (Asia Championship Series 23-24),Pikachu Asia Championship Series 23 24,101,Scarlet & Violet Promos,Scarlet & Violet,pokemon,Lightning,Basic,Promo,,,none,Pikachu Asia Championship Series 23 24,False,False,False,False,False,False
