cardName,tagName,pokemonGeneration,cardNumber,setName,setEra,supertype,cardSubType,stage,cardRarity,finishType,patternType,isLegendary,isMythical,isStarter,isEeveelution,isWaifuTrainer,marketPrice,logMarketPrice
Tandemaus - 153/182,Tandemaus,gen9,153/182,Paradox Rift,Scarlet & Violet,pokemon,Colorless,Basic,Common,Reverse Holofoil,none,False,False,False,False,False,0.25,-1.386294
Tandemaus - 153/182,Tandemaus,gen9,153/182,Paradox Rift,Scarlet & Violet,pokemon,Colorless,Basic,Common,Normal,none,False,False,False,False,False,0.2,-1.609438
Tandemaus - 154/182,Tandemaus,gen9,154/182,Paradox Rift,Scarlet & Violet,pokemon,Colorless,Basic,Common,Reverse Holofoil,none,False,False,False,False,False,0.34,-1.07881
Tandemaus - 154/182,Tandemaus,gen9,154/182,Paradox Rift,Scarlet & Violet,pokemon,Colorless,Basic,Common,Normal,none,False,False,False,False,False,0.22,-1.514128
Maushold ex,Maushold,gen9,155/182,Paradox Rift,Scarlet & Violet,pokemon,Colorless,Stage 1,Double Rare,Holofoil,none,False,False,False,False,False,1.25,0.223144
Bombirdier ex,Bombirdier,gen9,156/182,Paradox Rift,Scarlet & Violet,pokemon,Colorless,Basic,Double Rare,Holofoil,none,False,False,False,False,False,0.64,-0.446287
Cyclizar - 157/182,Cyclizar,gen9,157/182,Paradox Rift,Scarlet & Violet,pokemon,Colorless,Basic,Uncommon,Normal,none,False,False,False,False,False,0.06,-2.813411
Cyclizar - 157/182,Cyclizar,gen9,157/182,Paradox Rift,Scarlet & Violet,pokemon,Colorless,Basic,Uncommon,Reverse Holofoil,none,False,False,False,False,False,0.14,-1.966113
Iron Jugulis - 158/182,Iron Jugulis,gen9,158/182,Paradox Rift,Scarlet & Violet,pokemon,Colorless,Basic,Rare,Reverse Holofoil,none,False,False,False,False,False,0.21,-1.560648
Iron Jugulis - 158/182,Iron Jugulis,gen9,158/182,Paradox Rift,Scarlet & Violet,pokemon,Colorless,Basic,Rare,Holofoil,none,False,False,False,False,False,0.14,-1.966113
Ancient Booster Energy Capsule,,,159/182,Paradox Rift,Scarlet & Violet,trainer,Tool,,Uncommon,Normal,none,False,False,False,False,False,0.08,-2.525729
Ancient Booster Energy Capsule,,,159/182,Paradox Rift,Scarlet & Violet,trainer,Tool,,Uncommon,Reverse Holofoil,none,False,False,False,False,False,0.14,-1.966113
Counter Catcher,,,160/182,Paradox Rift,Scarlet & Violet,trainer,Item,,Uncommon,Reverse Holofoil,none,False,False,False,False,False,0.73,-0.314711
Counter Catcher,,,160/182,Paradox Rift,Scarlet & Violet,trainer,Item,,Uncommon,Normal,none,False,False,False,False,False,0.48,-0.733969
Cursed Duster,,,161/182,Paradox Rift,Scarlet & Violet,trainer,Tool,,Uncommon,Normal,none,False,False,False,False,False,0.07,-2.65926
Cursed Duster,,,161/182,Paradox Rift,Scarlet & Violet,trainer,Tool,,Uncommon,Reverse Holofoil,none,False,False,False,False,False,0.2,-1.609438
Defiance Vest,,,162/182,Paradox Rift,Scarlet & Violet,trainer,Tool,,Uncommon,Reverse Holofoil,none,False,False,False,False,False,0.17,-1.771957
Defiance Vest,,,162/182,Paradox Rift,Scarlet & Violet,trainer,Tool,,Uncommon,Normal,none,False,False,False,False,False,0.11,-2.207275
Earthen Vessel,,,163/182,Paradox Rift,Scarlet & Violet,trainer,Item,,Uncommon,Reverse Holofoil,none,False,False,False,False,False,0.46,-0.776529
Earthen Vessel,,,163/182,Paradox Rift,Scarlet & Violet,trainer,Item,,Uncommon,Normal,none,False,False,False,False,False,0.22,-1.514128
Future Booster Energy Capsule,,,164/182,Paradox Rift,Scarlet & Violet,trainer,Tool,,Uncommon,Normal,none,False,False,False,False,False,0.17,-1.771957
Future Booster Energy Capsule,,,164/182,Paradox Rift,Scarlet & Violet,trainer,Tool,,Uncommon,Reverse Holofoil,none,False,False,False,False,False,0.21,-1.560648
Larry,Larry,,165/182,Paradox Rift,Scarlet & Violet,trainer,Supporter,,Common,Reverse Holofoil,none,False,False,False,False,False,0.22,-1.514128
Larry,Larry,,165/182,Paradox Rift,Scarlet & Violet,trainer,Supporter,,Common,Normal,none,False,False,False,False,False,0.19,-1.660731
Luxurious Cape,,,166/182,Paradox Rift,Scarlet & Violet,trainer,Tool,,Uncommon,Normal,none,False,False,False,False,False,0.24,-1.427116
Luxurious Cape,,,166/182,Paradox Rift,Scarlet & Violet,trainer,Tool,,Uncommon,Reverse Holofoil,none,False,False,False,False,False,0.28,-1.272966
Mela,Mela,,167/182,Paradox Rift,Scarlet & Violet,trainer,Supporter,,Uncommon,Normal,none,False,False,False,False,False,0.14,-1.966113
Mela,Mela,,167/182,Paradox Rift,Scarlet & Violet,trainer,Supporter,,Uncommon,Reverse Holofoil,none,False,False,False,False,False,0.21,-1.560648
Norman,Norman,,168/182,Paradox Rift,Scarlet & Violet,trainer,Supporter,,Uncommon,Normal,none,False,False,False,False,False,0.11,-2.207275
Norman,Norman,,168/182,Paradox Rift,Scarlet & Violet,trainer,Supporter,,Uncommon,Reverse Holofoil,none,False,False,False,False,False,0.15,-1.89712
Parasol Lady,Parasol Lady,,169/182,Paradox Rift,Scarlet & Violet,trainer,Supporter,,Common,Reverse Holofoil,none,False,False,False,False,False,0.13,-2.040221
Parasol Lady,Parasol Lady,,169/182,Paradox Rift,Scarlet & Violet,trainer,Supporter,,Common,Normal,none,False,False,False,False,False,0.11,-2.207275
Professor Sada's Vitality,Professor Sada,,170/182,Paradox Rift,Scarlet & Violet,trainer,Supporter,,Uncommon,Reverse Holofoil,none,False,False,False,False,False,0.14,-1.966113
Professor Sada's Vitality,Professor Sada,,170/182,Paradox Rift,Scarlet & Violet,trainer,Supporter,,Uncommon,Normal,none,False,False,False,False,False,0.04,-3.218876
Professor Turo's Scenario,Professor Turo,,171/182,Paradox Rift,Scarlet & Violet,trainer,Supporter,,Uncommon,Reverse Holofoil,none,False,False,False,False,False,0.29,-1.237874
Professor Turo's Scenario,Professor Turo,,171/182,Paradox Rift,Scarlet & Violet,trainer,Supporter,,Uncommon,Normal,none,False,False,False,False,False,0.28,-1.272966
Rika,Rika,,172/182,Paradox Rift,Scarlet & Violet,trainer,Supporter,,Uncommon,Reverse Holofoil,none,False,False,False,False,False,0.24,-1.427116
Rika,Rika,,172/182,Paradox Rift,Scarlet & Violet,trainer,Supporter,,Uncommon,Normal,none,False,False,False,False,False,0.21,-1.560648
Roark,Roark,,173/182,Paradox Rift,Scarlet & Violet,trainer,Supporter,,Uncommon,Normal,none,False,False,False,False,False,0.1,-2.302585
Roark,Roark,,173/182,Paradox Rift,Scarlet & Violet,trainer,Supporter,,Uncommon,Reverse Holofoil,none,False,False,False,False,False,0.17,-1.771957
Shauntal,Shauntal,,174/182,Paradox Rift,Scarlet & Violet,trainer,Supporter,,Uncommon,Normal,none,False,False,False,False,False,0.1,-2.302585
Shauntal,Shauntal,,174/182,Paradox Rift,Scarlet & Violet,trainer,Supporter,,Uncommon,Reverse Holofoil,none,False,False,False,False,False,0.2,-1.609438
Snorlax Doll,,,175/182,Paradox Rift,Scarlet & Violet,trainer,Item,,Uncommon,Normal,none,False,False,False,False,False,0.27,-1.309333
Snorlax Doll,,,175/182,Paradox Rift,Scarlet & Violet,trainer,Item,,Uncommon,Reverse Holofoil,none,False,False,False,False,False,0.36,-1.021651
Technical Machine: Blindside,,,176/182,Paradox Rift,Scarlet & Violet,trainer,Tool,,Uncommon,Normal,none,False,False,False,False,False,0.09,-2.407946
Technical Machine: Blindside,,,176/182,Paradox Rift,Scarlet & Violet,trainer,Tool,,Uncommon,Reverse Holofoil,none,False,False,False,False,False,0.24,-1.427116
Technical Machine: Devolution,,,177/182,Paradox Rift,Scarlet & Violet,trainer,Tool,,Uncommon,Reverse Holofoil,none,False,False,False,False,False,0.34,-1.07881
Technical Machine: Devolution,,,177/182,Paradox Rift,Scarlet & Violet,trainer,Tool,,Uncommon,Normal,none,False,False,False,False,False,0.2,-1.609438
Technical Machine: Evolution,,,178/182,Paradox Rift,Scarlet & Violet,trainer,Tool,,Uncommon,Reverse Holofoil,none,False,False,False,False,False,0.85,-0.162519
Technical Machine: Evolution,,,178/182,Paradox Rift,Scarlet & Violet,trainer,Tool,,Uncommon,Normal,none,False,False,False,False,False,0.25,-1.386294
Technical Machine: Turbo Energize,,,179/182,Paradox Rift,Scarlet & Violet,trainer,Tool,,Uncommon,Reverse Holofoil,none,False,False,False,False,False,0.39,-0.941609
Technical Machine: Turbo Energize,,,179/182,Paradox Rift,Scarlet & Violet,trainer,Tool,,Uncommon,Normal,none,False,False,False,False,False,0.28,-1.272966
Techno Radar,,,180/182,Paradox Rift,Scarlet & Violet,trainer,Item,,Uncommon,Reverse Holofoil,none,False,False,False,False,False,0.21,-1.560648
Techno Radar,,,180/182,Paradox Rift,Scarlet & Violet,trainer,Item,,Uncommon,Normal,none,False,False,False,False,False,0.11,-2.207275
Tulip,Tulip,,181/182,Paradox Rift,Scarlet & Violet,trainer,Supporter,,Uncommon,Reverse Holofoil,none,False,False,False,False,False,0.31,-1.171183
Tulip,Tulip,,181/182,Paradox Rift,Scarlet & Violet,trainer,Supporter,,Uncommon,Normal,none,False,False,False,False,False,0.21,-1.560648
Medical Energy,,,182/182,Paradox Rift,Scarlet & Violet,energy,Energy,,Uncommon,Normal,none,False,False,False,False,False,0.17,-1.771957
Medical Energy,,,182/182,Paradox Rift,Scarlet & Violet,energy,Energy,,Uncommon,Reverse Holofoil,none,False,False,False,False,False,0.24,-1.427116
Crustle - 183/182,Crustle,gen5,183/182,Paradox Rift,Scarlet & Violet,pokemon,Grass,Stage 1,Illustration Rare,Holofoil,none,False,False,False,False,False,4.04,1.396245
Dottler - 184/182,Dottler,gen8,184/182,Paradox Rift,Scarlet & Violet,pokemon,Grass,Stage 1,Illustration Rare,Holofoil,none,False,False,False,False,False,4.02,1.391282
Toedscruel - 185/182,Toedscruel,gen9,185/182,Paradox Rift,Scarlet & Violet,pokemon,Grass,Stage 1,Illustration Rare,Holofoil,none,False,False,False,False,False,6.36,1.850028
Magby - 186/182,Magby,gen2,186/182,Paradox Rift,Scarlet & Violet,pokemon,Fire,Basic,Illustration Rare,Holofoil,none,False,False,False,False,False,17.29,2.850128
Iron Moth - 187/182,Iron Moth,gen9,187/182,Paradox Rift,Scarlet & Violet,pokemon,Fire,Basic,Illustration Rare,Holofoil,none,False,False,False,False,False,6.89,1.930071
Snorunt - 188/182,Snorunt,gen3,188/182,Paradox Rift,Scarlet & Violet,pokemon,Water,Basic,Illustration Rare,Holofoil,none,False,False,False,False,False,9,2.197225
Mantyke - 189/182,Mantyke,gen4,189/182,Paradox Rift,Scarlet & Violet,pokemon,Water,Basic,Illustration Rare,Holofoil,none,False,False,False,False,False,33.09,3.499231
Vanillish - 190/182,Vanillish,gen5,190/182,Paradox Rift,Scarlet & Violet,pokemon,Water,Stage 1,Illustration Rare,Holofoil,none,False,False,False,False,False,9.65,2.266958
Wimpod - 191/182,Wimpod,gen7,191/182,Paradox Rift,Scarlet & Violet,pokemon,Water,Basic,Illustration Rare,Holofoil,none,False,False,False,False,False,9.32,2.232163
Veluza - 192/182,Veluza,gen9,192/182,Paradox Rift,Scarlet & Violet,pokemon,Water,Basic,Illustration Rare,Holofoil,none,False,False,False,False,False,8.33,2.119863
Plusle - 193/182,Plusle,gen3,193/182,Paradox Rift,Scarlet & Violet,pokemon,Lightning,Basic,Illustration Rare,Holofoil,none,False,False,False,False,False,40.83,3.709417
Minun - 194/182,Minun,gen3,194/182,Paradox Rift,Scarlet & Violet,pokemon,Lightning,Basic,Illustration Rare,Holofoil,none,False,False,False,False,False,41.64,3.729061
Blitzle - 195/182,Blitzle,gen5,195/182,Paradox Rift,Scarlet & Violet,pokemon,Lightning,Basic,Illustration Rare,Holofoil,none,False,False,False,False,False,7.73,2.045109
Joltik - 196/182,Joltik,gen5,196/182,Paradox Rift,Scarlet & Violet,pokemon,Lightning,Basic,Illustration Rare,Holofoil,none,False,False,False,False,False,19.42,2.966303
Espathra - 197/182,Espathra,gen9,197/182,Paradox Rift,Scarlet & Violet,pokemon,Psychic,Stage 1,Illustration Rare,Holofoil,none,False,False,False,False,False,6.6,1.88707
Gimmighoul - 198/182,Gimmighoul,gen9,198/182,Paradox Rift,Scarlet & Violet,pokemon,Psychic,Basic,Illustration Rare,Holofoil,none,False,False,False,False,False,12.87,2.554899
Groudon - 199/182,Groudon,gen3,199/182,Paradox Rift,Scarlet & Violet,pokemon,Fighting,Basic,Illustration Rare,Holofoil,none,True,False,False,False,False,112.74,4.725084
Mienshao - 200/182,Mienshao,gen5,200/182,Paradox Rift,Scarlet & Violet,pokemon,Fighting,Stage 1,Illustration Rare,Holofoil,none,False,False,False,False,False,6.98,1.943049
Minior - 201/182,Minior,gen7,201/182,Paradox Rift,Scarlet & Violet,pokemon,Fighting,Basic,Illustration Rare,Holofoil,none,False,False,False,False,False,19.53,2.971952
Garganacl - 202/182,Garganacl,gen9,202/182,Paradox Rift,Scarlet & Violet,pokemon,Fighting,Stage 2,Illustration Rare,Holofoil,none,False,False,False,False,False,3.91,1.363537
Slither Wing - 203/182,Slither Wing,gen9,203/182,Paradox Rift,Scarlet & Violet,pokemon,Fighting,Stage 1,Illustration Rare,Holofoil,none,False,False,False,False,False,4.81,1.570697
Garbodor - 204/182,Garbodor,gen5,204/182,Paradox Rift,Scarlet & Violet,pokemon,Darkness,Stage 1,Illustration Rare,Holofoil,none,False,False,False,False,False,12.77,2.547099
Yveltal - 205/182,Yveltal,gen6,205/182,Paradox Rift,Scarlet & Violet,pokemon,Darkness,Basic,Illustration Rare,Holofoil,none,True,False,False,False,False,21.17,3.052585
Morpeko - 206/182,Morpeko,gen8,206/182,Paradox Rift,Scarlet & Violet,pokemon,Darkness,Basic,Illustration Rare,Holofoil,none,False,False,False,False,False,30.88,3.430109
Brute Bonnet - 207/182,Brute Bonnet,gen9,207/182,Paradox Rift,Scarlet & Violet,pokemon,Darkness,Basic,Illustration Rare,Holofoil,none,False,False,False,False,False,10.87,2.386007
Steelix - 208/182,Steelix,gen2,208/182,Paradox Rift,Scarlet & Violet,pokemon,Metal,Stage 1,Illustration Rare,Holofoil,none,False,False,False,False,False,31.11,3.437529
Ferrothorn - 209/182,Ferrothorn,gen5,209/182,Paradox Rift,Scarlet & Violet,pokemon,Metal,Stage 1,Illustration Rare,Holofoil,none,False,False,False,False,False,4.57,1.519513
Aegislash - 210/182,Aegislash,gen6,210/182,Paradox Rift,Scarlet & Violet,pokemon,Metal,Stage 2,Illustration Rare,Holofoil,none,False,False,False,False,False,8.31,2.11746
Aipom - 211/182,Aipom,gen2,211/182,Paradox Rift,Scarlet & Violet,pokemon,Colorless,Basic,Illustration Rare,Holofoil,none,False,False,False,False,False,21.31,3.059176
Loudred - 212/182,Loudred,gen3,212/182,Paradox Rift,Scarlet & Violet,pokemon,Colorless,Stage 1,Illustration Rare,Holofoil,none,False,False,False,False,False,13.52,2.60417
Swablu - 213/182,Swablu,gen3,213/182,Paradox Rift,Scarlet & Violet,pokemon,Colorless,Basic,Illustration Rare,Holofoil,none,False,False,False,False,False,26.02,3.258865
Porygon-Z - 214/182,Porygon-Z,gen4,214/182,Paradox Rift,Scarlet & Violet,pokemon,Colorless,Stage 2,Illustration Rare,Holofoil,none,False,False,False,False,False,12.25,2.505526
Cyclizar - 215/182,Cyclizar,gen9,215/182,Paradox Rift,Scarlet & Violet,pokemon,Colorless,Basic,Illustration Rare,Holofoil,none,False,False,False,False,False,6.33,1.8453
Iron Jugulis - 216/182,Iron Jugulis,gen9,216/182,Paradox Rift,Scarlet & Violet,pokemon,Colorless,Basic,Illustration Rare,Holofoil,none,False,False,False,False,False,9.8,2.282382
Froslass ex - 217/182,Froslass,gen4,217/182,Paradox Rift,Scarlet & Violet,pokemon,Grass,Stage 1,Ultra Rare,Holofoil,none,False,False,False,False,False,1.94,0.662688
Armarouge ex - 218/182,Armarouge,gen9,218/182,Paradox Rift,Scarlet & Violet,pokemon,Fire,Stage 1,Ultra Rare,Holofoil,none,False,False,False,False,False,2.15,0.765468
Garchomp ex - 219/182,Garchomp,gen4,219/182,Paradox Rift,Scarlet & Violet,pokemon,Water,Stage 2,Ultra Rare,Holofoil,none,False,False,False,False,False,6.23,1.829376
Tsareena ex - 220/182,Tsareena,gen7,220/182,Paradox Rift,Scarlet & Violet,pokemon,Water,Stage 2,Ultra Rare,Holofoil,none,False,False,False,False,False,2.13,0.756122
Golisopod ex - 221/182,Golisopod,gen7,221/182,Paradox Rift,Scarlet & Violet,pokemon,Water,Stage 1,Ultra Rare,Holofoil,none,False,False,False,False,False,1.72,0.542324
Tapu Koko ex - 222/182,Tapu Koko,gen7,222/182,Paradox Rift,Scarlet & Violet,pokemon,Lightning,Basic,Ultra Rare,Holofoil,none,True,False,False,False,False,1.85,0.615186
Iron Hands ex - 223/182,Iron Hands,gen9,223/182,Paradox Rift,Scarlet & Violet,pokemon,Lightning,Basic,Ultra Rare,Holofoil,none,False,False,False,False,False,2.01,0.698135
Cofagrigus ex - 224/182,Cofagrigus,gen5,224/182,Paradox Rift,Scarlet & Violet,pokemon,Psychic,Stage 1,Ultra Rare,Holofoil,none,False,False,False,False,False,1.68,0.518794
Iron Valiant ex - 225/182,Iron Valiant,gen9,225/182,Paradox Rift,Scarlet & Violet,pokemon,Psychic,Basic,Ultra Rare,Holofoil,none,False,False,False,False,False,2.42,0.883768
Hoopa ex - 226/182,Hoopa,gen6,226/182,Paradox Rift,Scarlet & Violet,pokemon,Fighting,Basic,Ultra Rare,Holofoil,none,False,True,False,False,False,2.94,1.07841
Toxtricity ex - 227/182,Toxtricity,gen8,227/182,Paradox Rift,Scarlet & Violet,pokemon,Fighting,Stage 1,Ultra Rare,Holofoil,none,False,False,False,False,False,2.93,1.075002
Sandy Shocks ex - 228/182,Sandy Shocks,gen9,228/182,Paradox Rift,Scarlet & Violet,pokemon,Fighting,Basic,Ultra Rare,Holofoil,none,False,False,False,False,False,1.86,0.620576
Roaring Moon ex - 229/182,Roaring Moon,gen9,229/182,Paradox Rift,Scarlet & Violet,pokemon,Darkness,Basic,Ultra Rare,Holofoil,none,False,False,False,False,False,3.36,1.211941
Aegislash ex - 230/182,Aegislash,gen6,230/182,Paradox Rift,Scarlet & Violet,pokemon,Metal,Stage 2,Ultra Rare,Holofoil,none,False,False,False,False,False,1.88,0.631272
Gholdengo ex - 231/182,Gholdengo,gen9,231/182,Paradox Rift,Scarlet & Violet,pokemon,Metal,Stage 1,Ultra Rare,Holofoil,none,False,False,False,False,False,3.45,1.238374
Altaria ex - 232/182,Altaria,gen3,232/182,Paradox Rift,Scarlet & Violet,pokemon,Dragon,Stage 1,Ultra Rare,Holofoil,none,False,False,False,False,False,3.15,1.147402
Maushold ex - 233/182,Maushold,gen9,233/182,Paradox Rift,Scarlet & Violet,pokemon,Colorless,Stage 1,Ultra Rare,Holofoil,none,False,False,False,False,False,10.89,2.387845
Bombirdier ex - 234/182,Bombirdier,gen9,234/182,Paradox Rift,Scarlet & Violet,pokemon,Colorless,Basic,Ultra Rare,Holofoil,none,False,False,False,False,False,1.61,0.476234
Larry - 235/182,Larry,,235/182,Paradox Rift,Scarlet & Violet,trainer,Supporter,,Ultra Rare,Holofoil,none,False,False,False,False,False,1.43,0.357674
Mela - 236/182,Mela,,236/182,Paradox Rift,Scarlet & Violet,trainer,Supporter,,Ultra Rare,Holofoil,none,False,False,False,False,False,2.38,0.8671
Norman - 237/182,Norman,,237/182,Paradox Rift,Scarlet & Violet,trainer,Supporter,,Ultra Rare,Holofoil,none,False,False,False,False,False,1.13,0.122218
Parasol Lady - 238/182,Parasol Lady,,238/182,Paradox Rift,Scarlet & Violet,trainer,Supporter,,Ultra Rare,Holofoil,none,False,False,False,False,False,4.59,1.52388
Professor Sada's Vitality - 239/182,Professor Sada,,239/182,Paradox Rift,Scarlet & Violet,trainer,Supporter,,Ultra Rare,Holofoil,none,False,False,False,False,False,2.2,0.788457
Professor Turo's Scenario - 240/182,Professor Turo,,240/182,Paradox Rift,Scarlet & Violet,trainer,Supporter,,Ultra Rare,Holofoil,none,False,False,False,False,False,2.36,0.858662
Rika - 241/182,Rika,,241/182,Paradox Rift,Scarlet & Violet,trainer,Supporter,,Ultra Rare,Holofoil,none,False,False,False,False,False,2.57,0.943906
Roark - 242/182,Roark,,242/182,Paradox Rift,Scarlet & Violet,trainer,Supporter,,Ultra Rare,Holofoil,none,False,False,False,False,False,1.44,0.364643
Shauntal - 243/182,Shauntal,,243/182,Paradox Rift,Scarlet & Violet,trainer,Supporter,,Ultra Rare,Holofoil,none,False,False,False,False,False,1.89,0.636577
Tulip - 244/182,Tulip,,244/182,Paradox Rift,Scarlet & Violet,trainer,Supporter,,Ultra Rare,Holofoil,none,False,False,False,False,False,3.47,1.244155
Garchomp ex - 245/182,Garchomp,gen4,245/182,Paradox Rift,Scarlet & Violet,pokemon,Water,Stage 2,Special Illustration Rare,Holofoil,none,False,False,False,False,False,35.14,3.55934
Golisopod ex - 246/182,Golisopod,gen7,246/182,Paradox Rift,Scarlet & Violet,pokemon,Water,Stage 1,Special Illustration Rare,Holofoil,none,False,False,False,False,False,21.77,3.080533
Tapu Koko ex - 247/182,Tapu Koko,gen7,247/182,Paradox Rift,Scarlet & Violet,pokemon,Lightning,Basic,Special Illustration Rare,Holofoil,none,True,False,False,False,False,21.25,3.056357
Iron Hands ex - 248/182,Iron Hands,gen9,248/182,Paradox Rift,Scarlet & Violet,pokemon,Lightning,Basic,Special Illustration Rare,Holofoil,none,False,False,False,False,False,11.62,2.452728
Iron Valiant ex - 249/182,Iron Valiant,gen9,249/182,Paradox Rift,Scarlet & Violet,pokemon,Psychic,Basic,Special Illustration Rare,Holofoil,none,False,False,False,False,False,22.62,3.118834
Sandy Shocks ex - 250/182,Sandy Shocks,gen9,250/182,Paradox Rift,Scarlet & Violet,pokemon,Fighting,Basic,Special Illustration Rare,Holofoil,none,False,False,False,False,False,7.23,1.978239
Roaring Moon ex - 251/182,Roaring Moon,gen9,251/182,Paradox Rift,Scarlet & Violet,pokemon,Darkness,Basic,Special Illustration Rare,Holofoil,none,False,False,False,False,False,40.7,3.706228
Gholdengo ex - 252/182,Gholdengo,gen9,252/182,Paradox Rift,Scarlet & Violet,pokemon,Metal,Stage 1,Special Illustration Rare,Holofoil,none,False,False,False,False,False,23.49,3.156575
Altaria ex - 253/182,Altaria,gen3,253/182,Paradox Rift,Scarlet & Violet,pokemon,Dragon,Stage 1,Special Illustration Rare,Holofoil,none,False,False,False,False,False,53.42,3.978185
Mela - 254/182,Mela,,254/182,Paradox Rift,Scarlet & Violet,trainer,Supporter,,Special Illustration Rare,Holofoil,none,False,False,False,False,False,7.68,2.03862
Parasol Lady - 255/182,Parasol Lady,,255/182,Paradox Rift,Scarlet & Violet,trainer,Supporter,,Special Illustration Rare,Holofoil,none,False,False,False,False,False,13.77,2.622492
Professor Sada's Vitality - 256/182,Professor Sada,,256/182,Paradox Rift,Scarlet & Violet,trainer,Supporter,,Special Illustration Rare,Holofoil,none,False,False,False,False,False,7.78,2.051556
Professor Turo's Scenario - 257/182,Professor Turo,,257/182,Paradox Rift,Scarlet & Violet,trainer,Supporter,,Special Illustration Rare,Holofoil,none,False,False,False,False,False,5.59,1.720979
Rika - 258/182,Rika,,258/182,Paradox Rift,Scarlet & Violet,trainer,Supporter,,Special Illustration Rare,Holofoil,none,False,False,False,False,False,7.01,1.947338
Tulip - 259/182,Tulip,,259/182,Paradox Rift,Scarlet & Violet,trainer,Supporter,,Special Illustration Rare,Holofoil,none,False,False,False,False,False,7.38,1.998774
Garchomp ex - 260/182,Garchomp,gen4,260/182,Paradox Rift,Scarlet & Violet,pokemon,Water,Stage 2,Hyper Rare,Holofoil,none,False,False,False,False,False,13.25,2.583998
Iron Valiant ex - 261/182,Iron Valiant,gen9,261/182,Paradox Rift,Scarlet & Violet,pokemon,Psychic,Basic,Hyper Rare,Holofoil,none,False,False,False,False,False,4.29,1.456287
Roaring Moon ex - 262/182,Roaring Moon,gen9,262/182,Paradox Rift,Scarlet & Violet,pokemon,Darkness,Basic,Hyper Rare,Holofoil,none,False,False,False,False,False,6.68,1.899118
Beach Court - 263/182,,,263/182,Paradox Rift,Scarlet & Violet,trainer,Stadium,,Hyper Rare,Holofoil,none,False,False,False,False,False,2.47,0.904218
Counter Catcher - 264/182,,,264/182,Paradox Rift,Scarlet & Violet,trainer,Item,,Hyper Rare,Holofoil,none,False,False,False,False,False,3.31,1.196948
Luxurious Cape - 265/182,,,265/182,Paradox Rift,Scarlet & Violet,trainer,Tool,,Hyper Rare,Holofoil,none,False,False,False,False,False,3.21,1.166271
Reversal Energy - 266/182,,,266/182,Paradox Rift,Scarlet & Violet,energy,Energy,,Hyper Rare,Holofoil,none,False,False,False,False,False,2.8,1.029619
Scyther,Scyther,gen1,001/162,Temporal Forces,Scarlet & Violet,pokemon,Grass,Basic,Common,Normal,none,False,False,False,False,False,0.11,-2.207275
Scyther,Scyther,gen1,001/162,Temporal Forces,Scarlet & Violet,pokemon,Grass,Basic,Common,Reverse Holofoil,none,False,False,False,False,False,0.18,-1.714798
Pineco,Pineco,gen2,002/162,Temporal Forces,Scarlet & Violet,pokemon,Grass,Basic,Common,Normal,none,False,False,False,False,False,0.08,-2.525729
Pineco,Pineco,gen2,002/162,Temporal Forces,Scarlet & Violet,pokemon,Grass,Basic,Common,Reverse Holofoil,none,False,False,False,False,False,0.16,-1.832581
Seedot,Seedot,gen3,003/162,Temporal Forces,Scarlet & Violet,pokemon,Grass,Basic,Common,Reverse Holofoil,none,False,False,False,False,False,0.27,-1.309333
Seedot,Seedot,gen3,003/162,Temporal Forces,Scarlet & Violet,pokemon,Grass,Basic,Common,Normal,none,False,False,False,False,False,0.21,-1.560648
Nuzleaf,Nuzleaf,gen3,004/162,Temporal Forces,Scarlet & Violet,pokemon,Grass,Stage 1,Common,Reverse Holofoil,none,False,False,False,False,False,0.13,-2.040221
Nuzleaf,Nuzleaf,gen3,004/162,Temporal Forces,Scarlet & Violet,pokemon,Grass,Stage 1,Common,Normal,none,False,False,False,False,False,0.09,-2.407946
Shiftry - 005/162,Shiftry,gen3,005/162,Temporal Forces,Scarlet & Violet,pokemon,Grass,Stage 2,Uncommon,Reverse Holofoil,none,False,False,False,False,False,0.2,-1.609438
Shiftry - 005/162,Shiftry,gen3,005/162,Temporal Forces,Scarlet & Violet,pokemon,Grass,Stage 2,Uncommon,Normal,none,False,False,False,False,False,0.09,-2.407946
Ancient Booster Energy Capsule,,,140/162,Temporal Forces,Scarlet & Violet,trainer,Tool,,Uncommon,Reverse Holofoil,none,False,False,False,False,False,0.2,-1.609438
Ancient Booster Energy Capsule,,,140/162,Temporal Forces,Scarlet & Violet,trainer,Tool,,Uncommon,Normal,none,False,False,False,False,False,0.09,-2.407946
Shroomish,Shroomish,gen3,006/162,Temporal Forces,Scarlet & Violet,pokemon,Grass,Basic,Common,Normal,none,False,False,False,False,False,0.12,-2.120264
Shroomish,Shroomish,gen3,006/162,Temporal Forces,Scarlet & Violet,pokemon,Grass,Basic,Common,Reverse Holofoil,none,False,False,False,False,False,0.14,-1.966113
Breloom,Breloom,gen3,007/162,Temporal Forces,Scarlet & Violet,pokemon,Grass,Stage 1,Common,Normal,none,False,False,False,False,False,0.14,-1.966113
Breloom,Breloom,gen3,007/162,Temporal Forces,Scarlet & Violet,pokemon,Grass,Stage 1,Common,Reverse Holofoil,none,False,False,False,False,False,0.2,-1.609438
Awakening Drum,,,141/162,Temporal Forces,Scarlet & Violet,trainer,Item,,ACE SPEC Rare,Holofoil,none,False,False,False,False,False,0.39,-0.941609
